daily_operation_hr,n_abu_pool,E_abu_mission_kwh_per_abu,E_abu_total_kwh_per_abu,E_abu_used_kwh_total,E_saved_kwh,E_mission_kwh_main,E_pack_kwh_main,E_pack_kwh_abu,dod_main,dod_abu,soc_start_main,soc_start_abu,soc_target,t_flight_hr,t_attached_hr,t_return_cruise_abu_hr,t_charge_hr_main,t_charge_hr_abu,t_cycle_nominal_hr,n_flights_nominal_no_abu_limit,n_flights_completed,t_flight_day_hr,t_slack_hr,t_wait_abu_day_hr,abu_utilization_avg,abu_bottleneck_flag,P_cc_kw_main,P_cc_kw_abu,charger_limit_indicator_flag_main,charger_limit_indicator_flag_abu
8.000000,1.000000,5.000000,17.000000,5.000000,4.845331,46.376940,65.949583,17.000000,0.703218,1.000000,0.296782,0.000000,1.000000,0.233333,0.018337,0.381049,0.739542,0.276800,1.256176,6.000000,7.000000,1.633333,0.000000,0.000000,0.625934,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,1.000000,10.000000,22.000000,10.000000,9.606059,41.616212,65.949583,22.000000,0.631031,1.000000,0.368969,0.000000,1.000000,0.233333,0.036354,0.340751,0.695966,0.348178,1.212599,6.000000,7.000000,1.633333,0.000000,0.000000,0.668894,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,1.000000,15.000000,27.000000,15.000000,14.283914,36.938357,65.949583,27.000000,0.560100,1.000000,0.439900,0.000000,1.000000,0.233333,0.054057,0.301155,0.653148,0.417592,1.169781,6.000000,7.000000,1.633333,0.000000,0.000000,0.710474,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,1.000000,20.000000,32.000000,20.000000,18.879760,32.342511,65.949583,32.000000,0.490413,1.000000,0.509587,0.000000,1.000000,0.233333,0.071450,0.262253,0.611081,0.485428,1.127714,7.000000,7.000000,1.633333,0.106000,0.000000,0.751011,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,1.000000,25.000000,37.000000,25.000000,23.394676,27.827595,65.949583,37.000000,0.421953,1.000000,0.578047,0.000000,1.000000,0.233333,0.088537,0.224036,0.569754,0.551949,1.086388,7.000000,8.000000,1.866667,0.000000,0.000000,0.903688,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,1.000000,30.000000,42.000000,30.000000,27.829741,23.392530,65.949583,42.000000,0.354703,1.000000,0.645297,0.000000,1.000000,0.233333,0.105321,0.186494,0.529159,0.617344,1.045792,7.000000,8.000000,1.866667,0.000000,0.000000,0.948327,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,1.000000,35.000000,47.000000,35.000000,32.186031,19.036240,65.949583,47.000000,0.288648,1.000000,0.711352,0.000000,1.000000,0.233333,0.121808,0.149620,0.489284,0.681758,1.005918,7.000000,8.000000,1.866667,0.000000,0.000000,0.992352,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,1.000000,40.000000,52.000000,40.000000,36.464623,14.757648,65.949583,52.000000,0.223772,1.000000,0.776228,0.000000,1.000000,0.233333,0.138000,0.113403,0.450121,0.745302,0.966754,8.000000,8.000000,1.866667,0.000000,0.483825,1.035872,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,1.000000,45.000000,57.000000,45.000000,40.666588,10.555683,65.949583,57.000000,0.160057,1.000000,0.839943,0.000000,1.000000,0.233333,0.153902,0.077835,0.348741,0.808068,0.865374,9.000000,8.000000,1.866667,0.000000,1.495188,1.078972,1.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,1.000000,50.000000,62.000000,45.717704,40.956658,10.265613,65.949583,62.000000,0.155659,0.930931,0.844341,0.069069,1.000000,0.233333,0.155000,0.075380,0.339157,0.830933,0.855791,9.000000,8.000000,1.866667,0.000000,1.712821,1.100479,1.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,2.000000,5.000000,17.000000,5.000000,4.845331,46.376940,65.949583,17.000000,0.703218,1.000000,0.296782,0.000000,1.000000,0.233333,0.018337,0.381049,0.739542,0.276800,1.256176,6.000000,7.000000,1.633333,0.000000,0.000000,0.312967,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,2.000000,10.000000,22.000000,10.000000,9.606059,41.616212,65.949583,22.000000,0.631031,1.000000,0.368969,0.000000,1.000000,0.233333,0.036354,0.340751,0.695966,0.348178,1.212599,6.000000,7.000000,1.633333,0.000000,0.000000,0.334447,0.000000,109.250000,109.250000,charger_limited,charger_limited
