Depart Taxi,Hover Climb,Transition Climb,Depart Procedures,Accelerate Climb,Cruise,Decelerate Descend,Arrive Procedures,Transition Descend,Hover Descend,Arrive Taxi,Reserve Hover Climb,Reserve Transition Climb,Reserve Accelerate Climb,Reserve Cruise,Reserve Decelerate Descend,Reserve Transition Descend,Reserve Hover Descend
0.4968217864923748,752.1311822741651,338.3810573507358,110.5729565345598,142.7562608633592,263.64543903230737,80.59560590693225,110.5729565345598,8.922582405202116,743.2057661521607,0.4968217864923748,752.1311822741651,338.3810573507358,294.30683715799813,263.64543903230737,15.321075644163498,9.597010509777263,743.2057661521607
