daily_operation_hr,E_mission_kwh,E_pack_kwh,dod,soc_start,soc_target,soc_cc_end,t_flight_hr,t_charge_hr,t_cc_hr,t_cv_hr,t_ground_ops_hr,t_cycle_hr,n_feasible_flights,t_flight_day_hr,t_downtime_day_hr,t_slack_hr,charger_ac_kw,eta_charger_dc,c_rate_max,v_pack_nom_v,i_term_c,P_dc_kw,P_cc_cap_kw,P_cc_kw,I_cc_A,I_term_A,charger_limit_indicator_flag
8.000000,44.176015,44.176015,0.774444,0.225556,1.000000,0.800000,0.233333,0.554286,0.232281,0.322005,0.283300,1.070919,7.000000,1.633333,6.366667,0.503568,115.000000,0.950000,5.000000,800.000000,0.050000,109.250000,220.880075,109.250000,136.562500,2.761001,charger_limited
