n_abus,E_abu_mission_kwh,E_abu_total_kwh,m_abu_batt_kg,m_abu_struct_kg,m_abu_integ_kg,m_rot_hub_kg,m_abu_total_all_kg,P_hover_attach_kw,P_cruise_attach_kw,t_divert_s,divert_distance_mi,E_divert_kwh,t_hover_s,E_hover_kwh,t_hover_descend_s,E_hover_descend_kwh,E_ops_kwh_total,t_loiter_hover_max_s,feasible,margin_kwh,note
1.000000,5.000000,11.000000,67.062948,13.412590,3.353147,20.936475,104.765160,584.512304,174.229275,143.905216,6.000000,6.964584,60.000000,9.741872,20.000000,2.644511,6.000000,0.000000,0.000000,-20.350967,Insufficient ABU mission energy
1.000000,10.000000,16.000000,97.546106,19.509221,4.877305,20.936475,142.869108,597.879387,177.202673,143.905216,6.000000,7.083441,60.000000,9.964656,20.000000,2.704988,6.000000,0.000000,0.000000,-15.753086,Insufficient ABU mission energy
1.000000,15.000000,21.000000,128.029264,25.605853,6.401463,20.936475,180.973055,611.346842,180.214016,143.905216,6.000000,7.203816,60.000000,10.189114,20.000000,2.765919,6.000000,0.000000,0.000000,-11.158849,Insufficient ABU mission energy
1.000000,20.000000,26.000000,158.512422,31.702484,7.925621,20.936475,219.077003,624.913925,183.263304,143.905216,6.000000,7.325707,60.000000,10.415232,20.000000,2.827300,6.000000,0.000000,0.000000,-6.568240,Insufficient ABU mission energy
1.000000,25.000000,31.000000,188.995580,37.799116,9.449779,20.936475,257.180950,638.579910,186.350537,143.905216,6.000000,7.449115,60.000000,10.642999,20.000000,2.889130,6.000000,0.000000,0.000000,-1.981243,Insufficient ABU mission energy
1.000000,30.000000,36.000000,219.478738,43.895748,10.973937,20.936475,295.284898,652.344086,189.475716,143.905216,6.000000,7.574040,60.000000,10.872401,20.000000,2.951403,6.000000,14.360153,1.000000,2.602156,feasible
1.000000,35.000000,41.000000,249.961896,49.992379,12.498095,20.936475,333.388845,666.205758,192.638840,143.905216,6.000000,7.700482,60.000000,11.103429,20.000000,3.014117,6.000000,38.809479,1.000000,7.181972,feasible
1.000000,40.000000,46.000000,280.445054,56.089011,14.022253,20.936475,371.492793,680.164245,195.839909,143.905216,6.000000,7.828440,60.000000,11.336071,20.000000,3.077270,6.000000,62.234365,1.000000,11.758219,feasible
1.000000,45.000000,51.000000,310.928212,62.185642,15.546411,20.936475,409.596741,694.218880,199.078923,143.905216,6.000000,7.957915,60.000000,11.570315,20.000000,3.140857,6.000000,84.686959,1.000000,16.330913,feasible
1.000000,50.000000,56.000000,341.411370,68.282274,17.070569,20.936475,447.700688,708.369010,202.355883,143.905216,6.000000,8.088908,60.000000,11.806150,20.000000,3.204877,6.000000,106.216160,1.000000,20.900066,feasible
