E_mission_kwh,E_pack_kwh,dod,soc_start,soc_target,soc_cc_end,t_flight_hr,t_charge_hr,t_cc_hr,t_cv_hr,t_ground_ops_hr,t_cycle_hr,n_feasible_flights,t_flight_day_hr,t_downtime_day_hr,t_slack_hr,charger_ac_kw,eta_charger_dc,c_rate_max,v_pack_nom_v,i_term_c,P_dc_kw,P_cc_cap_kw,P_cc_kw,I_cc_A,I_term_A,charger_limit_indicator_flag
58.736623,58.736623,0.851191,0.148809,1.000000,0.800000,0.382778,0.749695,0.350103,0.399592,0.283300,1.415773,16.000000,6.124444,17.875556,1.347630,115.000000,0.950000,5.000000,800.000000,0.050000,109.250000,293.683113,109.250000,136.562500,3.671039,charger_limited
