E_abu_mission_kwh_per_abu,E_abu_total_kwh_per_abu,E_abu_used_kwh,E_saved_kwh,E_mission_kwh_main,E_pack_kwh_main,E_pack_kwh_abu,dod_main,dod_abu,soc_start_main,soc_start_abu,soc_target,t_flight_hr,t_overlap_hr,t_charge_hr_main,t_charge_hr_abu_raw,t_charge_hr_abu_net,t_charge_hr_total,t_ground_ops_hr,t_cruise_abu_return_hr,t_cycle_hr,n_feasible_flights,t_flight_day_hr,t_downtime_day_hr,t_slack_hr,charger_ac_kw,eta_charger_dc,c_rate_max,v_pack_nom_v_main,v_pack_nom_v_abu,P_cc_kw_main,P_cc_kw_abu,charger_limit_indicator_flag_main,charger_limit_indicator_flag_abu
5.000000,17.000000,5.000000,4.675136,46.157355,60.792326,17.000000,0.759263,1.000000,0.240737,0.000000,1.000000,0.333333,0.266045,0.721243,0.276800,0.035755,0.721243,0.283300,0.025000,1.337876,17.000000,5.666667,18.333333,1.256109,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
10.000000,22.000000,10.000000,9.190046,41.642445,60.792326,22.000000,0.684995,1.000000,0.315005,0.000000,1.000000,0.333333,0.238888,0.679916,0.348178,0.134290,0.679916,0.283300,0.025000,1.296550,18.000000,6.000000,18.000000,0.662109,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
15.000000,27.000000,15.000000,13.554368,37.278124,60.792326,27.000000,0.613204,1.000000,0.386796,0.000000,1.000000,0.333333,0.212636,0.639968,0.417592,0.229956,0.639968,0.283300,0.025000,1.256601,19.000000,6.333333,17.666667,0.124572,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
20.000000,32.000000,20.000000,17.771405,33.061086,60.792326,32.000000,0.543837,1.000000,0.456163,0.000000,1.000000,0.333333,0.187271,0.601368,0.485428,0.323157,0.601368,0.283300,0.025000,1.218002,19.000000,6.333333,17.666667,0.857970,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
25.000000,37.000000,25.000000,21.845826,28.986665,60.792326,37.000000,0.476815,1.000000,0.523185,0.000000,1.000000,0.333333,0.162763,0.564074,0.551949,0.414186,0.564074,0.283300,0.025000,1.180707,20.000000,6.666667,17.333333,0.385857,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
30.000000,42.000000,30.000000,25.782184,25.050308,60.792326,42.000000,0.412064,1.000000,0.587936,0.000000,1.000000,0.333333,0.139086,0.528043,0.617344,0.503259,0.528043,0.283300,0.025000,1.144676,20.000000,6.666667,17.333333,1.106472,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
35.000000,47.000000,35.000000,29.584899,21.247592,60.792326,47.000000,0.349511,1.000000,0.650489,0.000000,1.000000,0.333333,0.116212,0.493236,0.681758,0.590546,0.590546,0.283300,0.025000,1.207179,19.000000,6.333333,17.666667,1.063595,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
40.000000,52.000000,40.000000,33.258264,17.574228,60.792326,52.000000,0.289086,1.000000,0.710914,0.000000,1.000000,0.333333,0.094117,0.459612,0.745302,0.676186,0.676186,0.283300,0.025000,1.292819,18.000000,6.000000,18.000000,0.729254,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
45.000000,57.000000,45.000000,36.806440,14.026052,60.792326,57.000000,0.230721,1.000000,0.769279,0.000000,1.000000,0.333333,0.072774,0.427135,0.808068,0.760294,0.760294,0.283300,0.025000,1.376928,17.000000,5.666667,18.333333,0.592229,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
50.000000,62.000000,50.000000,40.233466,10.599026,60.792326,62.000000,0.174348,1.000000,0.825652,0.000000,1.000000,0.333333,0.052160,0.357448,0.870130,0.842970,0.842970,0.283300,0.025000,1.459603,16.000000,5.333333,18.666667,0.646349,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
