candidate_name,E_pack_kwh_main,E_pack_kwh_abu,n_abus,dod_main,dod_abu,soc_start_main,soc_start_abu,soc_target,t_flight_hr,t_charge_hr_main,t_charge_hr_abu,t_charge_hr_total,t_ground_ops_hr,t_cycle_hr,n_feasible_flights,t_flight_day_hr,t_downtime_day_hr,t_slack_hr,charger_ac_kw,eta_charger_dc,c_rate_max,v_pack_nom_v_main,v_pack_nom_v_abu,P_cc_kw_main,P_cc_kw_abu,charger_limit_indicator_flag_main,charger_limit_indicator_flag_abu
after_accel_climb,35.936649,10.500000,1.000000,0.756779,0.596742,0.243221,0.403258,1.000000,0.243611,0.457897,0.141233,0.457897,0.283300,0.984808,24.000000,5.846667,18.153333,0.364613,115.000000,0.950000,15.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
