Depart Taxi,Hover Climb,Transition Climb,Depart Procedures,Accelerate Climb,Cruise,Decelerate Descend,Arrive Procedures,Transition Descend,Hover Descend,Arrive Taxi,Reserve Hover Climb,Reserve Transition Climb,Reserve Accelerate Climb,Reserve Cruise,Reserve Decelerate Descend,Reserve Transition Descend,Reserve Hover Descend
0.3761762440087147,471.18656446164624,431.3421981549396,106.0105984676634,146.3935856223919,167.8858559385582,52.526216402759346,106.0105984676634,15.917951510443416,457.6705327405133,0.3761762440087147,471.18656446164624,431.3421981549396,375.58808556097887,167.8858559385582,37.79269194104146,15.703477000639504,457.6705327405133
