iteration,mtow_guess_kg,new_mtow_kg,delta_kg,empty_mass_kg,battery_mass_kg,payload_mass_kg,total_energy_converged_kw_hr
0,2404.000000,2516.974321,112.974321,1590.989629,471.984692,454.000000,77.417289
1,2516.974321,2601.396284,84.421964,1649.405883,497.990401,454.000000,81.682875
2,2601.396284,2665.712012,64.315728,1693.657257,518.054755,454.000000,84.973931
3,2665.712012,2715.415284,49.703272,1727.712662,533.702622,454.000000,87.540573
4,2715.415284,2754.243395,38.828110,1754.233648,546.009746,454.000000,89.559249
5,2754.243395,2784.828808,30.585414,1775.074726,555.754082,454.000000,91.157563
6,2784.828808,2809.077475,24.248667,1791.567361,563.510115,454.000000,92.429747
7,2809.077475,2828.399992,19.322517,1804.690478,569.709514,454.000000,93.446603
8,2828.399992,2843.858974,15.458981,1815.177646,574.681327,454.000000,94.262105
9,2843.858974,2856.266427,12.407454,1823.587074,578.679353,454.000000,94.917881
10,2856.266427,2866.250100,9.983673,1830.348842,581.901258,454.000000,95.446354
11,2866.250100,2874.299887,8.049787,1835.797671,584.502217,454.000000,95.872976
12,2874.299887,2880.801048,6.501160,1840.196204,586.604844,454.000000,96.217860
13,2880.801048,2886.058451,5.257403,1843.751910,588.306541,454.000000,96.496980
14,2886.058451,2890.314581,4.256130,1846.629564,589.685017,454.000000,96.723085
15,2890.314581,2893.763102,3.448521,1848.960609,590.802492,454.000000,96.906379
16,2893.763102,2896.559208,2.796107,1850.850280,591.708929,454.000000,97.055057
17,2896.559208,2898.827610,2.268402,1852.383071,592.444539,454.000000,97.175716
18,2898.827610,2900.668742,1.841132,1853.626989,593.041753,454.000000,97.273674
19,2900.668742,2902.163640,1.494897,1854.636876,593.526764,454.000000,97.353227
20,2902.163640,2903.377780,1.214140,1855.457026,593.920754,454.000000,97.417852
21,2903.377780,2904.364132,0.986353,1856.123260,594.240872,454.000000,97.470359
22,2904.364132,2905.165593,0.801460,1856.664577,594.501015,454.000000,97.513029
23,2905.165593,2905.816924,0.651331,1857.104476,594.712448,454.000000,97.547709
24,2905.816924,2906.346318,0.529394,1857.462006,594.884311,454.000000,97.575899
25,2906.346318,2906.776648,0.430330,1857.752625,595.024023,454.000000,97.598815
26,2906.776648,2907.126483,0.349835,1857.988876,595.137607,454.000000,97.617446
27,2907.126483,2907.410899,0.284416,1858.180944,595.229955,454.000000,97.632593
28,2907.410899,2907.642142,0.231244,1858.337102,595.305040,454.000000,97.644909
29,2907.642142,2907.830164,0.188021,1858.464071,595.366093,454.000000,97.654923
30,2907.830164,2907.983047,0.152883,1858.567310,595.415737,454.000000,97.663066
31,2907.983047,2908.107362,0.124316,1858.651257,595.456105,454.000000,97.669688
32,2908.107362,2908.208451,0.101089,1858.719519,595.488932,454.000000,97.675072
33,2908.208451,2908.290654,0.082203,1858.775028,595.515626,454.000000,97.679450
34,2908.290654,2908.357501,0.066847,1858.820168,595.537333,454.000000,97.683011
35,2908.357501,2908.411861,0.054360,1858.856875,595.554986,454.000000,97.685907
36,2908.411861,2908.456067,0.044206,1858.886726,595.569342,454.000000,97.688261
37,2908.456067,2908.492017,0.035949,1858.911001,595.581016,454.000000,97.690176
38,2908.492017,2908.521252,0.029235,1858.930742,595.590510,454.000000,97.691733
39,2908.521252,2908.545026,0.023775,1858.946796,595.598231,454.000000,97.693000
40,2908.545026,2908.564361,0.019334,1858.959851,595.604509,454.000000,97.694030
41,2908.564361,2908.580084,0.015723,1858.970469,595.609615,454.000000,97.694867
42,2908.580084,2908.592871,0.012787,1858.979103,595.613768,454.000000,97.695548
43,2908.592871,2908.603270,0.010399,1858.986125,595.617145,454.000000,97.696102
44,2908.603270,2908.611727,0.008457,1858.991835,595.619891,454.000000,97.696553
45,2908.611727,2908.618604,0.006877,1858.996479,595.622125,454.000000,97.696919
46,2908.618604,2908.624197,0.005593,1859.000256,595.623941,454.000000,97.697217
47,2908.624197,2908.628746,0.004549,1859.003328,595.625418,454.000000,97.697459
48,2908.628746,2908.632445,0.003699,1859.005825,595.626620,454.000000,97.697656
49,2908.632445,2908.635453,0.003008,1859.007857,595.627596,454.000000,97.697817
50,2908.635453,2908.637900,0.002446,1859.009509,595.628391,454.000000,97.697947
51,2908.637900,2908.639889,0.001990,1859.010852,595.629037,454.000000,97.698053
52,2908.639889,2908.641507,0.001618,1859.011945,595.629563,454.000000,97.698139
53,2908.641507,2908.642823,0.001316,1859.012833,595.629990,454.000000,97.698209
54,2908.642823,2908.643893,0.001070,1859.013556,595.630337,454.000000,97.698266
55,2908.643893,2908.644764,0.000870,1859.014144,595.630620,454.000000,97.698312
