E_mission_kwh,E_pack_kwh,dod,soc_start,soc_target,soc_cc_end,t_flight_hr,t_charge_hr,t_cc_hr,t_cv_hr,t_ground_ops_hr,t_cycle_hr,n_feasible_flights,t_flight_day_hr,t_downtime_day_hr,charger_ac_kw,eta_charger_dc,c_rate_max,v_pack_nom_v,i_term_c,P_dc_kw,P_cc_cap_kw,P_cc_kw,I_cc_A,I_term_A,charger_limit_indicator_flag
75.525208,75.525208,0.884270,0.115730,1.000000,0.800000,0.482778,0.954933,0.473040,0.481893,0.250000,1.687710,14.000000,6.758889,17.241111,115.000000,0.950000,5.000000,800.000000,0.050000,109.250000,377.626041,109.250000,136.562500,4.720326,charger_limited
