E_abu_mission_kwh_per_abu,E_abu_total_kwh_per_abu,E_abu_used_kwh,E_saved_kwh,E_mission_kwh_main,E_pack_kwh_main,E_pack_kwh_abu,dod_main,dod_abu,soc_start_main,soc_start_abu,soc_target,t_flight_hr,t_charge_hr_main,t_charge_hr_abu,t_charge_hr_total,t_ground_ops_hr,t_cycle_hr,n_feasible_flights,t_flight_day_hr,t_downtime_day_hr,t_slack_hr,charger_ac_kw,eta_charger_dc,c_rate_max,v_pack_nom_v_main,v_pack_nom_v_abu,P_cc_kw_main,P_cc_kw_abu,charger_limit_indicator_flag_main,charger_limit_indicator_flag_abu
5.000000,17.000000,5.000000,4.845331,46.369976,65.935654,17.000000,0.703261,1.000000,0.296739,0.000000,1.000000,0.233333,0.739436,0.276800,0.739436,0.283300,1.256069,19.000000,4.433333,19.566667,0.134690,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
10.000000,22.000000,10.000000,9.606059,41.609247,65.935654,22.000000,0.631058,1.000000,0.368942,0.000000,1.000000,0.233333,0.695859,0.348178,0.695859,0.283300,1.212492,19.000000,4.433333,19.566667,0.962643,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
15.000000,27.000000,15.000000,14.283914,36.931392,65.935654,27.000000,0.560113,1.000000,0.439887,0.000000,1.000000,0.233333,0.653041,0.417592,0.653041,0.283300,1.169675,20.000000,4.666667,19.333333,0.606508,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
20.000000,32.000000,20.000000,18.879760,32.335546,65.935654,32.000000,0.490411,1.000000,0.509589,0.000000,1.000000,0.233333,0.610974,0.485428,0.610974,0.283300,1.127607,21.000000,4.900000,19.100000,0.320246,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
25.000000,37.000000,25.000000,23.394676,27.820630,65.935654,37.000000,0.421936,1.000000,0.578064,0.000000,1.000000,0.233333,0.569648,0.551949,0.569648,0.283300,1.086281,22.000000,5.133333,18.866667,0.101820,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
30.000000,42.000000,30.000000,27.829741,23.385565,65.935654,42.000000,0.354673,1.000000,0.645327,0.000000,1.000000,0.233333,0.529052,0.617344,0.617344,0.283300,1.133978,21.000000,4.900000,19.100000,0.186471,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
35.000000,47.000000,35.000000,32.186031,19.029275,65.935654,47.000000,0.288604,1.000000,0.711396,0.000000,1.000000,0.233333,0.489177,0.681758,0.681758,0.283300,1.198391,20.000000,4.666667,19.333333,0.032176,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
40.000000,52.000000,40.000000,36.464623,14.750683,65.935654,52.000000,0.223713,1.000000,0.776287,0.000000,1.000000,0.233333,0.450014,0.745302,0.745302,0.283300,1.261936,19.000000,4.433333,19.566667,0.023221,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
45.000000,57.000000,45.000000,40.666588,10.548718,65.935654,57.000000,0.159985,1.000000,0.840015,0.000000,1.000000,0.233333,0.348529,0.808068,0.808068,0.283300,1.324702,18.000000,4.200000,19.800000,0.155368,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
50.000000,62.000000,45.717704,40.956658,10.258649,65.935654,62.000000,0.155586,0.930931,0.844414,0.069069,1.000000,0.233333,0.338946,0.830933,0.830933,0.283300,1.347566,17.000000,3.966667,20.033333,1.091373,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
