E_mission_kwh,E_pack_kwh,dod,soc_start,soc_target,soc_cc_end,t_flight_hr,t_charge_hr,t_cc_hr,t_cv_hr,t_ground_ops_hr,t_cycle_hr,n_feasible_flights,t_flight_day_hr,t_downtime_day_hr,t_slack_hr,charger_ac_kw,eta_charger_dc,c_rate_max,v_pack_nom_v,i_term_c,P_dc_kw,P_cc_cap_kw,P_cc_kw,I_cc_A,I_term_A,charger_limit_indicator_flag
97.543006,97.543006,0.838436,0.161564,1.000000,0.800000,0.347500,1.151148,0.570022,0.581126,0.283300,1.781948,13.000000,4.517500,19.482500,0.834675,115.000000,0.950000,5.000000,800.000000,0.050000,109.250000,487.715032,109.250000,136.562500,6.096438,charger_limited
