Depart Taxi,Hover Climb,Transition Climb,Depart Procedures,Accelerate Climb,Cruise,Decelerate Descend,Arrive Procedures,Transition Descend,Hover Descend,Arrive Taxi,Reserve Hover Climb,Reserve Transition Climb,Reserve Accelerate Climb,Reserve Cruise,Reserve Decelerate Descend,Reserve Transition Descend,Reserve Hover Descend
0.004368,1.853556,3.106308,0.648757,6.624020,62.858627,4.000546,0.648757,0.209495,1.822165,0.004368,1.853556,3.106308,2.170028,6.502617,0.086804,0.215425,1.822165
