name,n_abus,m_struct_total_kg,m_integration_total_kg,m_rotor_total_kg,m_batt_mission_total_kg,m_batt_ops_total_kg,m_abu_total_per_abu_kg,m_abu_total_all_kg
after_accel_climb,1,50.000000,10.000000,21.395125,91.449474,36.579790,209.424389,209.424389
