E_mission_kwh,E_pack_kwh,dod,soc_start,soc_target,soc_cc_end,t_flight_hr,t_charge_hr,t_cc_hr,t_cv_hr,t_ground_ops_hr,t_cycle_hr,n_feasible_flights,t_flight_day_hr,t_downtime_day_hr,charger_ac_kw,eta_charger_dc,c_rate_max,v_pack_nom_v,i_term_c,P_dc_kw,P_cc_cap_kw,P_cc_kw,I_cc_A,I_term_A,charger_limit_indicator_flag
115.510547,115.510547,0.890320,0.109680,1.000000,0.800000,0.482778,1.386276,0.729878,0.656398,0.250000,2.119054,11.000000,5.310556,18.689444,115.000000,0.950000,5.000000,800.000000,0.050000,109.250000,577.552735,109.250000,136.562500,7.219409,charger_limited
