daily_operation_hr,n_takeoff_abu_pool,n_cruise_abu_pool,E_abu_mission_cruise_per_abu_kwh,E_pack_kwh_main,E_mission_kwh_main,dod_main,soc_start_main,soc_target,soc_cc_end,E_abu_used_takeoff_total_kwh,E_ops_takeoff_per_abu_kwh,E_pack_takeoff_abu_per_abu_kwh,soc_start_abu_takeoff,dod_abu_takeoff,t_takeoff_attach_hr,t_return_takeoff_abu_hr,E_abu_used_cruise_total_kwh,E_saved_kwh_cruise,E_ops_cruise_per_abu_kwh,E_pack_cruise_abu_per_abu_kwh,soc_start_abu_cruise,dod_abu_cruise,t_cruise_attach_hr,t_cruise_attach_start_hr,t_return_cruise_abu_hr,t_flight_hr,t_charge_hr_main,t_charge_hr_takeoff_abu,t_charge_hr_cruise_abu,t_cycle_nominal_hr,n_flights_nominal_no_abu_limit,n_flights_completed,t_flight_day_hr,t_slack_hr,t_wait_takeoff_abu_day_hr,t_wait_cruise_abu_day_hr,abu_utilization_avg_takeoff,abu_utilization_avg_cruise,abu_bottleneck_takeoff_flag,abu_bottleneck_cruise_flag,P_cc_kw_main,P_cc_kw_takeoff_abu,P_cc_kw_cruise_abu,charger_limit_indicator_flag_main,charger_limit_indicator_flag_takeoff_abu,charger_limit_indicator_flag_cruise_abu
8.000000,1.000000,1.000000,5.000000,109.935899,90.363169,0.821962,0.178038,1.000000,0.800000,8.156652,6.000000,21.000000,0.325874,0.674126,0.039167,0.075380,5.000000,4.845418,12.000000,17.000000,0.000000,1.000000,0.018547,0.039167,0.827914,0.433333,1.259391,0.271436,0.276800,1.976024,4.000000,4.000000,1.733333,0.095904,0.000000,0.000000,0.192991,0.581214,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
8.000000,1.000000,1.000000,10.000000,109.935899,85.601733,0.778651,0.221349,1.000000,0.800000,8.156652,6.000000,21.000000,0.325874,0.674126,0.039167,0.075380,10.000000,9.606854,12.000000,22.000000,0.000000,1.000000,0.036772,0.039167,0.787150,0.433333,1.215808,0.271436,0.348178,1.932441,4.000000,4.000000,1.733333,0.270236,0.000000,0.000000,0.192991,0.605633,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
8.000000,1.000000,1.000000,15.000000,109.935899,80.923219,0.736095,0.263905,1.000000,0.800000,8.156652,6.000000,21.000000,0.325874,0.674126,0.039167,0.075380,15.000000,14.285368,12.000000,27.000000,0.000000,1.000000,0.054679,0.039167,0.747097,0.433333,1.172984,0.271436,0.417592,1.889617,4.000000,5.000000,2.166667,0.000000,0.000000,0.000000,0.241239,0.786584,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
8.000000,1.000000,1.000000,20.000000,109.935899,76.326565,0.694282,0.305718,1.000000,0.800000,8.156652,6.000000,21.000000,0.325874,0.674126,0.039167,0.075380,20.000000,18.882022,12.000000,32.000000,0.000000,1.000000,0.072274,0.039167,0.707744,0.433333,1.130909,0.271436,0.485428,1.847543,4.000000,5.000000,2.166667,0.000000,0.000000,0.000000,0.241239,0.815383,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
8.000000,1.000000,1.000000,25.000000,109.935899,71.810709,0.653205,0.346795,1.000000,0.800000,8.156652,6.000000,21.000000,0.325874,0.674126,0.039167,0.075380,25.000000,23.397878,12.000000,37.000000,0.000000,1.000000,0.089559,0.039167,0.669083,0.433333,1.089574,0.271436,0.551949,1.806207,4.000000,5.000000,2.166667,0.000000,0.000000,0.000000,0.241239,0.843598,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
8.000000,1.000000,1.000000,30.000000,109.935899,67.374587,0.612853,0.387147,1.000000,0.800000,8.156652,6.000000,21.000000,0.325874,0.674126,0.039167,0.075380,30.000000,27.834000,12.000000,42.000000,0.000000,1.000000,0.106539,0.039167,0.631104,0.433333,1.048969,0.271436,0.617344,1.765602,4.000000,5.000000,2.166667,0.000000,0.000000,0.000000,0.241239,0.871346,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
8.000000,1.000000,1.000000,35.000000,109.935899,63.017138,0.573217,0.426783,1.000000,0.800000,8.156652,6.000000,21.000000,0.325874,0.674126,0.039167,0.075380,35.000000,32.191450,12.000000,47.000000,0.000000,1.000000,0.123218,0.039167,0.593799,0.433333,1.009084,0.271436,0.681758,1.725717,4.000000,5.000000,2.166667,0.000000,0.000000,0.000000,0.241239,0.898714,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
8.000000,1.000000,1.000000,40.000000,109.935899,58.737300,0.534287,0.465713,1.000000,0.800000,8.156652,6.000000,21.000000,0.325874,0.674126,0.039167,0.075380,40.000000,36.471287,12.000000,52.000000,0.000000,1.000000,0.139599,0.039167,0.557159,0.433333,0.969909,0.271436,0.745302,1.686542,4.000000,5.000000,2.166667,0.000000,0.000000,0.000000,0.241239,0.925767,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
8.000000,1.000000,1.000000,45.000000,109.935899,54.534015,0.496053,0.503947,1.000000,0.800000,8.156652,6.000000,21.000000,0.325874,0.674126,0.039167,0.075380,45.000000,40.674572,12.000000,57.000000,0.000000,1.000000,0.155688,0.039167,0.521174,0.433333,0.931435,0.271436,0.808068,1.648068,4.000000,5.000000,2.166667,0.000000,0.000000,0.000000,0.241239,0.952561,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
8.000000,1.000000,1.000000,50.000000,109.935899,50.406227,0.458506,0.541494,1.000000,0.800000,8.156652,6.000000,21.000000,0.325874,0.674126,0.039167,0.075380,50.000000,44.802360,12.000000,62.000000,0.000000,1.000000,0.171488,0.039167,0.485835,0.433333,0.893652,0.271436,0.870130,1.610285,4.000000,5.000000,2.166667,0.000000,0.000000,0.000000,0.241239,0.979137,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
8.000000,1.000000,2.000000,5.000000,109.935899,90.363169,0.821962,0.178038,1.000000,0.800000,8.156652,6.000000,21.000000,0.325874,0.674126,0.039167,0.075380,5.000000,4.845418,12.000000,17.000000,0.000000,1.000000,0.018547,0.039167,0.827914,0.433333,1.259391,0.271436,0.276800,1.976024,4.000000,4.000000,1.733333,0.095904,0.000000,0.000000,0.192991,0.290607,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
8.000000,1.000000,2.000000,10.000000,109.935899,85.601733,0.778651,0.221349,1.000000,0.800000,8.156652,6.000000,21.000000,0.325874,0.674126,0.039167,0.075380,10.000000,9.606854,12.000000,22.000000,0.000000,1.000000,0.036772,0.039167,0.787150,0.433333,1.215808,0.271436,0.348178,1.932441,4.000000,4.000000,1.733333,0.270236,0.000000,0.000000,0.192991,0.302817,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
8.000000,1.000000,2.000000,15.000000,109.935899,80.923219,0.736095,0.263905,1.000000,0.800000,8.156652,6.000000,21.000000,0.325874,0.674126,0.039167,0.075380,15.000000,14.285368,12.000000,27.000000,0.000000,1.000000,0.054679,0.039167,0.747097,0.433333,1.172984,0.271436,0.417592,1.889617,4.000000,5.000000,2.166667,0.000000,0.000000,0.000000,0.241239,0.393292,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
8.000000,1.000000,2.000000,20.000000,109.935899,76.326565,0.694282,0.305718,1.000000,0.800000,8.156652,6.000000,21.000000,0.325874,0.674126,0.039167,0.075380,20.000000,18.882022,12.000000,32.000000,0.000000,1.000000,0.072274,0.039167,0.707744,0.433333,1.130909,0.271436,0.485428,1.847543,4.000000,5.000000,2.166667,0.000000,0.000000,0.000000,0.241239,0.407691,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
8.000000,1.000000,2.000000,25.000000,109.935899,71.810709,0.653205,0.346795,1.000000,0.800000,8.156652,6.000000,21.000000,0.325874,0.674126,0.039167,0.075380,25.000000,23.397878,12.000000,37.000000,0.000000,1.000000,0.089559,0.039167,0.669083,0.433333,1.089574,0.271436,0.551949,1.806207,4.000000,5.000000,2.166667,0.000000,0.000000,0.000000,0.241239,0.421799,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
8.000000,1.000000,2.000000,30.000000,109.935899,67.374587,0.612853,0.387147,1.000000,0.800000,8.156652,6.000000,21.000000,0.325874,0.674126,0.039167,0.075380,30.000000,27.834000,12.000000,42.000000,0.000000,1.000000,0.106539,0.039167,0.631104,0.433333,1.048969,0.271436,0.617344,1.765602,4.000000,5.000000,2.166667,0.000000,0.000000,0.000000,0.241239,0.435673,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
8.000000,1.000000,2.000000,35.000000,109.935899,63.017138,0.573217,0.426783,1.000000,0.800000,8.156652,6.000000,21.000000,0.325874,0.674126,0.039167,0.075380,35.000000,32.191450,12.000000,47.000000,0.000000,1.000000,0.123218,0.039167,0.593799,0.433333,1.009084,0.271436,0.681758,1.725717,4.000000,5.000000,2.166667,0.000000,0.000000,0.000000,0.241239,0.449357,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
8.000000,1.000000,2.000000,40.000000,109.935899,58.737300,0.534287,0.465713,1.000000,0.800000,8.156652,6.000000,21.000000,0.325874,0.674126,0.039167,0.075380,40.000000,36.471287,12.000000,52.000000,0.000000,1.000000,0.139599,0.039167,0.557159,0.433333,0.969909,0.271436,0.745302,1.686542,4.000000,5.000000,2.166667,0.000000,0.000000,0.000000,0.241239,0.462884,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
