daily_operation_hr,n_takeoff_abu_pool,n_cruise_abu_pool,E_abu_mission_cruise_per_abu_kwh,E_pack_kwh_main,E_mission_kwh_main,dod_main,soc_start_main,soc_target,soc_cc_end,E_abu_used_takeoff_total_kwh,E_ops_takeoff_per_abu_kwh,E_pack_takeoff_abu_per_abu_kwh,soc_start_abu_takeoff,dod_abu_takeoff,t_takeoff_attach_hr,t_return_takeoff_abu_hr,E_abu_used_cruise_total_kwh,E_saved_kwh_cruise,E_ops_cruise_per_abu_kwh,E_pack_cruise_abu_per_abu_kwh,soc_start_abu_cruise,dod_abu_cruise,t_cruise_attach_hr,t_cruise_attach_start_hr,t_return_cruise_abu_hr,t_flight_hr,t_charge_hr_main,t_charge_hr_takeoff_abu,t_charge_hr_cruise_abu,t_cycle_nominal_hr,n_flights_nominal_no_abu_limit,n_flights_completed,t_flight_day_hr,t_slack_hr,t_wait_takeoff_abu_day_hr,t_wait_cruise_abu_day_hr,abu_utilization_avg_takeoff,abu_utilization_avg_cruise,abu_bottleneck_takeoff_flag,abu_bottleneck_cruise_flag,P_cc_kw_main,P_cc_kw_takeoff_abu,P_cc_kw_cruise_abu,charger_limit_indicator_flag_main,charger_limit_indicator_flag_takeoff_abu,charger_limit_indicator_flag_cruise_abu
8.000000,1.000000,1.000000,5.000000,83.123105,62.555121,0.752560,0.247440,1.000000,0.800000,13.457743,6.000000,21.000000,0.073441,0.926559,0.065000,0.142271,5.000000,4.808514,12.000000,17.000000,0.000000,1.000000,0.016993,0.065000,0.590738,0.347500,0.937542,0.319958,0.276800,1.568342,5.000000,5.000000,1.737500,0.158291,0.000000,0.000000,0.329518,0.593457,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
8.000000,1.000000,1.000000,10.000000,83.123105,57.839774,0.695833,0.304167,1.000000,0.800000,13.457743,6.000000,21.000000,0.073441,0.926559,0.065000,0.142271,10.000000,9.523861,12.000000,22.000000,0.000000,1.000000,0.033656,0.065000,0.553467,0.347500,0.894381,0.319958,0.348178,1.525181,5.000000,6.000000,2.085000,0.000000,0.000000,0.000000,0.395422,0.750226,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
8.000000,1.000000,1.000000,15.000000,83.123105,53.215976,0.640207,0.359793,1.000000,0.800000,13.457743,6.000000,21.000000,0.073441,0.926559,0.065000,0.142271,15.000000,14.147659,12.000000,27.000000,0.000000,1.000000,0.049996,0.065000,0.516920,0.347500,0.852058,0.319958,0.417592,1.482858,5.000000,6.000000,2.085000,0.000000,0.000000,0.000000,0.395422,0.787131,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
8.000000,1.000000,1.000000,20.000000,83.123105,48.682130,0.585663,0.414337,1.000000,0.800000,13.457743,6.000000,21.000000,0.073441,0.926559,0.065000,0.142271,20.000000,18.681505,12.000000,32.000000,0.000000,1.000000,0.066019,0.065000,0.481084,0.347500,0.810558,0.319958,0.485428,1.441358,5.000000,6.000000,2.085000,0.000000,0.000000,0.000000,0.395422,0.823148,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
8.000000,1.000000,1.000000,25.000000,83.123105,44.236661,0.532182,0.467818,1.000000,0.800000,13.457743,6.000000,21.000000,0.073441,0.926559,0.065000,0.142271,25.000000,23.126974,12.000000,37.000000,0.000000,1.000000,0.081728,0.065000,0.445946,0.347500,0.769867,0.319958,0.551949,1.400667,5.000000,6.000000,2.085000,0.000000,0.000000,0.000000,0.395422,0.858468,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
8.000000,1.000000,1.000000,30.000000,83.123105,39.878014,0.479746,0.520254,1.000000,0.800000,13.457743,6.000000,21.000000,0.073441,0.926559,0.065000,0.142271,30.000000,27.485621,12.000000,42.000000,0.000000,1.000000,0.097131,0.065000,0.411495,0.347500,0.729971,0.319958,0.617344,1.360771,5.000000,6.000000,2.085000,0.000000,0.000000,0.000000,0.395422,0.893228,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
8.000000,1.000000,1.000000,35.000000,83.123105,35.604656,0.428336,0.571664,1.000000,0.800000,13.457743,6.000000,21.000000,0.073441,0.926559,0.065000,0.142271,35.000000,31.758979,12.000000,47.000000,0.000000,1.000000,0.112233,0.065000,0.377718,0.347500,0.690856,0.319958,0.681758,1.321656,6.000000,6.000000,2.085000,0.070066,0.000000,0.000000,0.395422,0.927531,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
8.000000,1.000000,1.000000,40.000000,83.123105,31.415075,0.377934,0.622066,1.000000,0.800000,13.457743,6.000000,21.000000,0.073441,0.926559,0.065000,0.142271,40.000000,35.948559,12.000000,52.000000,0.000000,1.000000,0.127039,0.065000,0.344602,0.347500,0.652507,0.319958,0.745302,1.283307,6.000000,6.000000,2.085000,0.300158,0.000000,0.000000,0.395422,0.961458,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
8.000000,1.000000,1.000000,45.000000,83.123105,27.307781,0.328522,0.671478,1.000000,0.800000,13.457743,6.000000,21.000000,0.073441,0.926559,0.065000,0.142271,45.000000,40.055854,12.000000,57.000000,0.000000,1.000000,0.141553,0.065000,0.312138,0.347500,0.614912,0.319958,0.808068,1.245712,6.000000,6.000000,2.085000,0.120490,0.000000,0.405239,0.395422,0.995070,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
8.000000,1.000000,1.000000,50.000000,83.123105,23.281304,0.280082,0.719918,1.000000,0.800000,13.457743,6.000000,21.000000,0.073441,0.926559,0.065000,0.142271,50.000000,44.082330,12.000000,62.000000,0.000000,1.000000,0.155783,0.065000,0.280312,0.347500,0.578056,0.319958,0.870130,1.208856,6.000000,6.000000,2.085000,0.000000,0.000000,0.811843,0.395422,1.028418,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
8.000000,1.000000,2.000000,5.000000,83.123105,62.555121,0.752560,0.247440,1.000000,0.800000,13.457743,6.000000,21.000000,0.073441,0.926559,0.065000,0.142271,5.000000,4.808514,12.000000,17.000000,0.000000,1.000000,0.016993,0.065000,0.590738,0.347500,0.937542,0.319958,0.276800,1.568342,5.000000,5.000000,1.737500,0.158291,0.000000,0.000000,0.329518,0.296728,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
8.000000,1.000000,2.000000,10.000000,83.123105,57.839774,0.695833,0.304167,1.000000,0.800000,13.457743,6.000000,21.000000,0.073441,0.926559,0.065000,0.142271,10.000000,9.523861,12.000000,22.000000,0.000000,1.000000,0.033656,0.065000,0.553467,0.347500,0.894381,0.319958,0.348178,1.525181,5.000000,6.000000,2.085000,0.000000,0.000000,0.000000,0.395422,0.375113,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
8.000000,1.000000,2.000000,15.000000,83.123105,53.215976,0.640207,0.359793,1.000000,0.800000,13.457743,6.000000,21.000000,0.073441,0.926559,0.065000,0.142271,15.000000,14.147659,12.000000,27.000000,0.000000,1.000000,0.049996,0.065000,0.516920,0.347500,0.852058,0.319958,0.417592,1.482858,5.000000,6.000000,2.085000,0.000000,0.000000,0.000000,0.395422,0.393566,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
8.000000,1.000000,2.000000,20.000000,83.123105,48.682130,0.585663,0.414337,1.000000,0.800000,13.457743,6.000000,21.000000,0.073441,0.926559,0.065000,0.142271,20.000000,18.681505,12.000000,32.000000,0.000000,1.000000,0.066019,0.065000,0.481084,0.347500,0.810558,0.319958,0.485428,1.441358,5.000000,6.000000,2.085000,0.000000,0.000000,0.000000,0.395422,0.411574,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
8.000000,1.000000,2.000000,25.000000,83.123105,44.236661,0.532182,0.467818,1.000000,0.800000,13.457743,6.000000,21.000000,0.073441,0.926559,0.065000,0.142271,25.000000,23.126974,12.000000,37.000000,0.000000,1.000000,0.081728,0.065000,0.445946,0.347500,0.769867,0.319958,0.551949,1.400667,5.000000,6.000000,2.085000,0.000000,0.000000,0.000000,0.395422,0.429234,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
8.000000,1.000000,2.000000,30.000000,83.123105,39.878014,0.479746,0.520254,1.000000,0.800000,13.457743,6.000000,21.000000,0.073441,0.926559,0.065000,0.142271,30.000000,27.485621,12.000000,42.000000,0.000000,1.000000,0.097131,0.065000,0.411495,0.347500,0.729971,0.319958,0.617344,1.360771,5.000000,6.000000,2.085000,0.000000,0.000000,0.000000,0.395422,0.446614,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
