E_abu_mission_kwh_per_abu,E_abu_total_kwh_per_abu,E_abu_used_kwh,E_saved_kwh,E_mission_kwh_main,E_pack_kwh_main,E_pack_kwh_abu,dod_main,dod_abu,soc_start_main,soc_start_abu,soc_target,t_flight_hr,t_charge_hr_main,t_charge_hr_abu,t_charge_hr_total,t_ground_ops_hr,t_cycle_hr,n_feasible_flights,t_flight_day_hr,t_downtime_day_hr,t_slack_hr,charger_ac_kw,eta_charger_dc,c_rate_max,v_pack_nom_v_main,v_pack_nom_v_abu,P_cc_kw_main,P_cc_kw_abu,charger_limit_indicator_flag_main,charger_limit_indicator_flag_abu
5.000000,17.000000,5.000000,4.838632,95.014101,115.606527,17.000000,0.821875,1.000000,0.178125,0.000000,1.000000,0.447500,1.314846,0.276800,1.314846,0.283300,2.045646,11.000000,4.922500,19.077500,1.497897,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
10.000000,22.000000,10.000000,9.589214,90.263519,115.606527,22.000000,0.780782,1.000000,0.219218,0.000000,1.000000,0.447500,1.271362,0.348178,1.271362,0.283300,2.002162,11.000000,4.922500,19.077500,1.976217,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
15.000000,27.000000,15.000000,14.253635,85.599098,115.606527,27.000000,0.740435,1.000000,0.259565,0.000000,1.000000,0.447500,1.228667,0.417592,1.228667,0.283300,1.959467,12.000000,5.370000,18.630000,0.486394,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
20.000000,32.000000,20.000000,18.832862,81.019870,115.606527,32.000000,0.700824,1.000000,0.299176,0.000000,1.000000,0.447500,1.186752,0.485428,1.186752,0.283300,1.917552,12.000000,5.370000,18.630000,0.989375,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
25.000000,37.000000,25.000000,23.328088,76.524645,115.606527,37.000000,0.661941,1.000000,0.338059,0.000000,1.000000,0.447500,1.145606,0.551949,1.145606,0.283300,1.876406,12.000000,5.370000,18.630000,1.483130,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
30.000000,42.000000,30.000000,27.740503,72.112229,115.606527,42.000000,0.623773,1.000000,0.376227,0.000000,1.000000,0.447500,1.105218,0.617344,1.105218,0.283300,1.836018,13.000000,5.817500,18.182500,0.131771,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
35.000000,47.000000,35.000000,32.071296,67.781437,115.606527,47.000000,0.586312,1.000000,0.413688,0.000000,1.000000,0.447500,1.065576,0.681758,1.065576,0.283300,1.796376,13.000000,5.817500,18.182500,0.647106,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
40.000000,52.000000,40.000000,36.321649,63.531084,115.606527,52.000000,0.549546,1.000000,0.450454,0.000000,1.000000,0.447500,1.026672,0.745302,1.026672,0.283300,1.757472,13.000000,5.817500,18.182500,1.152869,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
45.000000,57.000000,45.000000,40.492741,59.359992,115.606527,57.000000,0.513466,1.000000,0.486534,0.000000,1.000000,0.447500,0.988492,0.808068,0.988492,0.283300,1.719292,13.000000,5.817500,18.182500,1.649200,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
50.000000,62.000000,50.000000,44.585744,55.266989,115.606527,62.000000,0.478061,1.000000,0.521939,0.000000,1.000000,0.447500,0.951028,0.870130,0.951028,0.283300,1.681828,14.000000,6.265000,17.735000,0.454412,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
