iteration,mtow_guess_kg,new_mtow_kg,delta_kg,empty_mass_kg,battery_mass_kg,payload_mass_kg,total_energy_converged_kw_hr
0,3175.000000,2868.884705,-306.115295,1710.074299,704.810406,454.000000,115.606527
1,2868.884705,2685.579223,-183.305482,1587.848444,643.730779,454.000000,105.587941
2,2685.579223,2580.272737,-105.306486,1516.453780,609.818957,454.000000,100.025554
3,2580.272737,2521.110267,-59.162469,1476.039420,591.070847,454.000000,96.950396
4,2521.110267,2488.298146,-32.812122,1453.524770,580.773376,454.000000,95.261353
5,2488.298146,2470.232093,-18.066052,1441.096680,575.135413,454.000000,94.336586
6,2470.232093,2460.325214,-9.906879,1434.271723,572.053491,454.000000,93.831074
7,2460.325214,2454.904668,-5.420546,1430.534488,570.370180,454.000000,93.554969
8,2454.904668,2451.942440,-2.962227,1428.491268,569.451173,454.000000,93.404229
9,2451.942440,2450.324721,-1.617720,1427.375166,568.949555,454.000000,93.321951
10,2450.324721,2449.441581,-0.883139,1426.765788,568.675794,454.000000,93.277047
11,2449.441581,2448.959557,-0.482024,1426.433161,568.526396,454.000000,93.252542
12,2448.959557,2448.696494,-0.263064,1426.251624,568.444870,454.000000,93.239170
13,2448.696494,2448.552936,-0.143558,1426.152554,568.400382,454.000000,93.231873
14,2448.552936,2448.474597,-0.078339,1426.098491,568.376106,454.000000,93.227891
15,2448.474597,2448.431848,-0.042749,1426.068989,568.362859,454.000000,93.225718
16,2448.431848,2448.408521,-0.023327,1426.052891,568.355630,454.000000,93.224532
17,2448.408521,2448.395792,-0.012729,1426.044106,568.351686,454.000000,93.223885
18,2448.395792,2448.388846,-0.006946,1426.039313,568.349533,454.000000,93.223532
19,2448.388846,2448.385055,-0.003790,1426.036697,568.348359,454.000000,93.223340
20,2448.385055,2448.382987,-0.002068,1426.035269,568.347718,454.000000,93.223234
21,2448.382987,2448.381858,-0.001129,1426.034491,568.347368,454.000000,93.223177
22,2448.381858,2448.381243,-0.000616,1426.034066,568.347177,454.000000,93.223146
