n_abus,E_abu_mission_kwh,E_abu_total_kwh,m_abu_batt_kg,m_abu_struct_kg,m_abu_integ_kg,m_rot_hub_kg,m_abu_total_all_kg,P_hover_attach_kw,P_cruise_attach_kw,t_divert_s,divert_distance_mi,E_divert_kwh,t_hover_s,E_hover_kwh,t_hover_descend_s,E_hover_descend_kwh,E_ops_kwh_total,t_loiter_hover_max_s,feasible,margin_kwh,note
1.000000,5.000000,11.000000,67.062948,13.412590,3.353147,8.237033,92.065717,921.333175,269.562343,143.905216,6.000000,10.775396,60.000000,15.355553,40.000000,8.656064,6.000000,0.000000,0.000000,-35.787013,Insufficient ABU mission energy
1.000000,10.000000,16.000000,97.546106,19.509221,4.877305,8.237033,130.169665,937.498412,272.049544,143.905216,6.000000,10.874819,60.000000,15.624974,40.000000,8.808029,6.000000,0.000000,0.000000,-31.307821,Insufficient ABU mission energy
1.000000,15.000000,21.000000,128.029264,25.605853,6.401463,8.237033,168.273612,953.757101,274.559182,143.905216,6.000000,10.975138,60.000000,15.895952,40.000000,8.960873,6.000000,0.000000,0.000000,-26.831963,Insufficient ABU mission energy
1.000000,20.000000,26.000000,158.512422,31.702484,7.925621,8.237033,206.377560,970.108708,277.091259,143.905216,6.000000,11.076355,60.000000,16.168478,40.000000,9.114592,6.000000,0.000000,0.000000,-22.359426,Insufficient ABU mission energy
1.000000,25.000000,31.000000,188.995580,37.799116,9.449779,8.237033,244.481508,986.552708,279.645773,143.905216,6.000000,11.178468,60.000000,16.442545,40.000000,9.269181,6.000000,0.000000,0.000000,-17.890194,Insufficient ABU mission energy
1.000000,30.000000,36.000000,219.478738,43.895748,10.973937,8.237033,282.585455,1003.088584,282.222725,143.905216,6.000000,11.281478,60.000000,16.718143,40.000000,9.424634,6.000000,0.000000,0.000000,-13.424255,Insufficient ABU mission energy
1.000000,35.000000,41.000000,249.961896,49.992379,12.498095,8.237033,320.689403,1019.715828,284.822114,143.905216,6.000000,11.385386,60.000000,16.995264,40.000000,9.580947,6.000000,0.000000,0.000000,-8.961597,Insufficient ABU mission energy
1.000000,40.000000,46.000000,280.445054,56.089011,14.022253,8.237033,358.793350,1036.433943,287.443942,143.905216,6.000000,11.490190,60.000000,17.273899,40.000000,9.738116,6.000000,0.000000,0.000000,-4.502204,Insufficient ABU mission energy
1.000000,45.000000,51.000000,310.928212,62.185642,15.546411,8.237033,396.897298,1053.242435,290.088207,143.905216,6.000000,11.595891,60.000000,17.554041,40.000000,9.896135,6.000000,0.000000,0.000000,-0.046066,Insufficient ABU mission energy
1.000000,50.000000,56.000000,341.411370,68.282274,17.070569,8.237033,435.001245,1070.140822,292.754910,143.905216,6.000000,11.702489,60.000000,17.835680,40.000000,10.055000,6.000000,14.824771,1.000000,4.406831,feasible
