E_mission_kwh,E_pack_kwh,dod,soc_start,soc_target,soc_cc_end,t_flight_hr,t_charge_hr,t_cc_hr,t_cv_hr,t_ground_ops_hr,t_cycle_hr,n_feasible_flights,t_flight_day_hr,t_downtime_day_hr,charger_ac_kw,eta_charger_dc,c_rate_max,v_pack_nom_v,i_term_c,P_dc_kw,P_cc_cap_kw,P_cc_kw,I_cc_A,I_term_A,charger_limit_indicator_flag
108.994343,108.994343,0.893386,0.106614,1.000000,0.800000,0.506667,1.321382,0.691763,0.629619,0.250000,2.078049,11.000000,5.573333,18.426667,115.000000,0.950000,5.000000,800.000000,0.050000,109.250000,544.971714,109.250000,136.562500,6.812146,charger_limited
