n_abus,E_abu_mission_kwh,E_abu_total_kwh,m_abu_batt_kg,m_abu_struct_kg,m_abu_integ_kg,m_rot_hub_kg,m_abu_total_all_kg,E_cruise_attach_kwh,E_abu_used_kwh,baseline_cruise_energy_kwh,E_saved_kwh,extra_time_s,extra_range_mi
1.000000,5.000000,17.000000,103.642737,20.728547,5.182137,22.113238,151.666660,110.282630,5.000000,106.207291,0.924661,11.126508,0.463909
1.000000,10.000000,22.000000,134.125895,26.825179,6.706295,22.890885,190.548255,111.347176,10.000000,106.207291,4.860114,58.482109,2.438353
1.000000,15.000000,27.000000,164.609053,32.921811,8.230453,23.089045,228.850362,112.403751,15.000000,106.207291,8.803540,105.933635,4.416796
1.000000,20.000000,32.000000,195.092212,39.018442,9.754611,23.283785,267.149050,113.468064,20.000000,106.207291,12.739227,153.292033,6.391357
1.000000,25.000000,37.000000,225.575370,45.115074,11.278768,23.478052,305.447264,114.540198,25.000000,106.207291,16.667093,200.556331,8.361994
1.000000,30.000000,42.000000,256.058528,51.211706,12.802926,23.671865,343.745025,115.620152,30.000000,106.207291,20.587139,247.726527,10.328708
1.000000,35.000000,47.000000,286.541686,57.308337,14.327084,23.865232,382.042339,116.707926,35.000000,106.207291,24.499365,294.802622,12.291499
1.000000,40.000000,52.000000,317.024844,63.404969,15.851242,24.058157,420.339211,117.803521,40.000000,106.207291,28.403770,341.784617,14.250366
1.000000,45.000000,57.000000,347.508002,69.501600,17.375400,24.250646,458.635648,118.906935,45.000000,106.207291,32.300356,388.672513,16.205309
1.000000,50.000000,62.000000,377.991160,75.598232,18.899558,24.442705,496.931655,120.018170,50.000000,106.207291,36.189121,435.466311,18.156330
