daily_operation_hr,candidate_name,n_abu_pool,n_abus_per_flight,E_pack_kwh_main,E_pack_kwh_abu,dod_main,dod_abu,soc_start_main,soc_start_abu,soc_target,t_flight_hr,t_takeoff_attach_hr,t_return_abu_hr,t_charge_hr_main,t_charge_hr_abu,t_cycle_nominal_hr,n_flights_nominal_no_abu_limit,n_flights_completed,t_flight_day_hr,t_slack_hr,t_wait_abu_day_hr,abu_utilization_avg
8.000000,after_accel_climb,1.000000,1.000000,121.433291,21.000000,0.873607,0.696121,0.126393,0.303879,1.000000,0.443611,0.039167,0.075380,1.428991,0.275663,2.155902,3.000000,4.000000,1.774444,0.000000,0.000000,0.195105
