iteration,mtow_guess_kg,new_mtow_kg,delta_kg,empty_mass_kg,battery_mass_kg,payload_mass_kg,total_energy_converged_kw_hr
0,3350.000000,3256.044313,-93.955687,2003.143456,798.900857,454.000000,131.039713
1,3256.044313,3194.176348,-61.867965,1961.227131,778.949217,454.000000,127.767145
2,3194.176348,3153.824816,-40.351532,1933.804449,766.020367,454.000000,125.646491
3,3153.824816,3127.672195,-26.152620,1915.994869,757.677326,454.000000,124.278023
4,3127.672195,3110.791864,-16.880331,1904.484114,752.307750,454.000000,123.397279
5,3110.791864,3099.925462,-10.866402,1897.067777,748.857686,454.000000,122.831382
6,3099.925462,3092.942484,-6.982978,1892.299174,746.643310,454.000000,122.468169
7,3092.942484,3088.460063,-4.482421,1889.237054,745.223009,454.000000,122.235204
8,3088.460063,3085.584822,-2.875241,1887.272399,744.312423,454.000000,122.085845
9,3085.584822,3083.741350,-1.843472,1886.012562,743.728788,454.000000,121.990114
10,3083.741350,3082.559748,-1.181602,1885.204971,743.354777,454.000000,121.928767
11,3082.559748,3081.802525,-0.757223,1884.687399,743.115126,454.000000,121.889459
12,3081.802525,3081.317322,-0.485203,1884.355743,742.961579,454.000000,121.864273
13,3081.317322,3081.006444,-0.310878,1884.143240,742.863205,454.000000,121.848137
14,3081.006444,3080.807270,-0.199175,1884.007090,742.800180,454.000000,121.837799
15,3080.807270,3080.679665,-0.127604,1883.919863,742.759803,454.000000,121.831177
16,3080.679665,3080.597915,-0.081750,1883.863980,742.733936,454.000000,121.826934
17,3080.597915,3080.545543,-0.052373,1883.828179,742.717364,454.000000,121.824216
18,3080.545543,3080.511991,-0.033552,1883.805243,742.706748,454.000000,121.822474
19,3080.511991,3080.490497,-0.021494,1883.790550,742.699947,454.000000,121.821359
20,3080.490497,3080.476727,-0.013770,1883.781137,742.695590,454.000000,121.820644
21,3080.476727,3080.467905,-0.008822,1883.775107,742.692798,454.000000,121.820186
22,3080.467905,3080.462254,-0.005651,1883.771243,742.691010,454.000000,121.819893
23,3080.462254,3080.458633,-0.003620,1883.768768,742.689865,454.000000,121.819705
24,3080.458633,3080.456314,-0.002319,1883.767183,742.689131,454.000000,121.819585
25,3080.456314,3080.454828,-0.001486,1883.766167,742.688661,454.000000,121.819508
26,3080.454828,3080.453876,-0.000952,1883.765517,742.688360,454.000000,121.819458
