daily_operation_hr,E_mission_kwh,E_pack_kwh,dod,soc_start,soc_target,soc_cc_end,t_flight_hr,t_charge_hr,t_cc_hr,t_cv_hr,t_ground_ops_hr,t_cycle_hr,n_feasible_flights,t_flight_day_hr,t_downtime_day_hr,t_slack_hr,charger_ac_kw,eta_charger_dc,c_rate_max,v_pack_nom_v,i_term_c,P_dc_kw,P_cc_cap_kw,P_cc_kw,I_cc_A,I_term_A,charger_limit_indicator_flag
8.000000,131.039713,131.039713,0.882873,0.117127,1.000000,0.800000,0.433333,1.537155,0.819071,0.718084,0.283300,2.253788,3.000000,1.300000,6.700000,1.238636,115.000000,0.950000,5.000000,800.000000,0.050000,109.250000,655.198565,109.250000,136.562500,8.189982,charger_limited
