candidate_name,E_pack_kwh_main,E_pack_kwh_abu,n_abus,dod_main,dod_abu,soc_start_main,soc_start_abu,soc_target,t_flight_hr,t_charge_hr_main,t_charge_hr_abu,t_charge_hr_total,t_ground_ops_hr,t_cycle_hr,n_feasible_flights,t_flight_day_hr,t_downtime_day_hr,t_slack_hr,charger_ac_kw,eta_charger_dc,c_rate_max,v_pack_nom_v_main,v_pack_nom_v_abu,P_cc_kw_main,P_cc_kw_abu,charger_limit_indicator_flag_main,charger_limit_indicator_flag_abu
after_accel_climb,123.049398,21.000000,1.000000,0.874303,0.691314,0.125697,0.308686,1.000000,0.443611,1.446177,0.274739,1.446177,0.283300,2.173088,11.000000,4.879722,19.120278,0.096034,115.000000,0.950000,15.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
