E_abu_mission_kwh_per_abu,E_abu_total_kwh_per_abu,E_abu_used_kwh,E_saved_kwh,E_mission_kwh_main,E_pack_kwh_main,E_pack_kwh_abu,dod_main,dod_abu,soc_start_main,soc_start_abu,soc_target,t_flight_hr,t_overlap_hr,t_charge_hr_main,t_charge_hr_abu_raw,t_charge_hr_abu_net,t_charge_hr_total,t_ground_ops_hr,t_cruise_abu_return_hr,t_cycle_hr,n_feasible_flights,t_flight_day_hr,t_downtime_day_hr,t_slack_hr,charger_ac_kw,eta_charger_dc,c_rate_max,v_pack_nom_v_main,v_pack_nom_v_abu,P_cc_kw_main,P_cc_kw_abu,charger_limit_indicator_flag_main,charger_limit_indicator_flag_abu
5.000000,17.000000,5.000000,4.816120,81.345165,101.504409,17.000000,0.801395,1.000000,0.198605,0.000000,1.000000,0.333333,0.277855,1.156876,0.276800,0.023945,1.156876,0.283300,0.025000,1.773510,13.000000,4.333333,19.666667,0.944375,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
10.000000,22.000000,10.000000,9.540571,76.620714,101.504409,22.000000,0.754851,1.000000,0.245149,0.000000,1.000000,0.333333,0.261853,1.113632,0.348178,0.111325,1.113632,0.283300,0.025000,1.730265,13.000000,4.333333,19.666667,1.506553,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
15.000000,27.000000,15.000000,14.176934,71.984351,101.504409,27.000000,0.709175,1.000000,0.290825,0.000000,1.000000,0.333333,0.246150,1.071194,0.417592,0.196442,1.071194,0.283300,0.025000,1.687827,14.000000,4.666667,19.333333,0.370421,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
20.000000,32.000000,20.000000,18.726042,67.435243,101.504409,32.000000,0.664358,1.000000,0.335642,0.000000,1.000000,0.333333,0.230742,1.029554,0.485428,0.279686,1.029554,0.283300,0.025000,1.646188,14.000000,4.666667,19.333333,0.953373,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
25.000000,37.000000,25.000000,23.189372,62.971913,101.504409,37.000000,0.620386,1.000000,0.379614,0.000000,1.000000,0.333333,0.215625,0.988700,0.551949,0.361324,0.988700,0.283300,0.025000,1.605333,14.000000,4.666667,19.333333,1.525333,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
30.000000,42.000000,30.000000,27.568389,58.592896,101.504409,42.000000,0.577245,1.000000,0.422755,0.000000,1.000000,0.333333,0.200794,0.948617,0.617344,0.441551,0.948617,0.283300,0.025000,1.565251,15.000000,5.000000,19.000000,0.521238,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
35.000000,47.000000,35.000000,31.864539,54.296746,101.504409,47.000000,0.534920,1.000000,0.465080,0.000000,1.000000,0.333333,0.186243,0.909293,0.681758,0.520515,0.909293,0.283300,0.025000,1.525927,15.000000,5.000000,19.000000,1.111098,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
40.000000,52.000000,40.000000,36.079246,50.082039,101.504409,52.000000,0.493398,1.000000,0.506602,0.000000,1.000000,0.333333,0.171968,0.870715,0.745302,0.598335,0.870715,0.283300,0.025000,1.487348,16.000000,5.333333,18.666667,0.202428,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
45.000000,57.000000,45.000000,40.213917,45.947368,101.504409,57.000000,0.452664,1.000000,0.547336,0.000000,1.000000,0.333333,0.157964,0.832869,0.808068,0.675105,0.832869,0.283300,0.025000,1.449502,16.000000,5.333333,18.666667,0.807963,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
50.000000,62.000000,50.000000,44.269937,41.891348,101.504409,62.000000,0.412705,1.000000,0.587295,0.000000,1.000000,0.333333,0.144226,0.795743,0.870130,0.750904,0.795743,0.283300,0.025000,1.412376,16.000000,5.333333,18.666667,1.401980,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
