Depart Taxi,Hover Climb,Transition Climb,Depart Procedures,Accelerate Climb,Cruise,Decelerate Descend,Arrive Procedures,Transition Descend,Hover Descend,Arrive Taxi,Reserve Hover Climb,Reserve Transition Climb,Reserve Accelerate Climb,Reserve Cruise,Reserve Decelerate Descend,Reserve Transition Descend,Reserve Hover Descend
0.5242056644880175,560.7755318811576,546.5988275591445,130.01412931679747,198.83531932335063,299.1754674928266,68.03012511130026,130.01412931679747,33.266153335098075,541.9407954977153,0.5242056644880175,560.7755318811576,546.5988275591445,518.2203337968391,299.1754674928266,53.749327321398155,32.96728078607843,541.9407954977153
