daily_operation_hr,n_abu_pool,E_abu_mission_kwh_per_abu,E_abu_total_kwh_per_abu,E_abu_used_kwh_total,E_saved_kwh,E_mission_kwh_main,E_pack_kwh_main,E_pack_kwh_abu,dod_main,dod_abu,soc_start_main,soc_start_abu,soc_target,t_flight_hr,t_attached_hr,t_return_cruise_abu_hr,t_charge_hr_main,t_charge_hr_abu,t_cycle_nominal_hr,n_flights_nominal_no_abu_limit,n_flights_completed,t_flight_day_hr,t_slack_hr,t_wait_abu_day_hr,abu_utilization_avg,abu_bottleneck_flag,P_cc_kw_main,P_cc_kw_abu,charger_limit_indicator_flag_main,charger_limit_indicator_flag_abu
8.000000,1.000000,5.000000,17.000000,5.000000,4.816120,81.350301,101.514681,17.000000,0.801365,1.000000,0.198635,0.000000,1.000000,0.333333,0.016312,0.609245,1.156948,0.276800,1.773582,4.000000,5.000000,1.666667,0.000000,0.000000,0.588452,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,1.000000,10.000000,22.000000,10.000000,9.540571,76.625850,101.514681,22.000000,0.754825,1.000000,0.245175,0.000000,1.000000,0.333333,0.032313,0.573455,1.113704,0.348178,1.730337,4.000000,5.000000,1.666667,0.000000,0.000000,0.620696,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,1.000000,15.000000,27.000000,15.000000,14.176934,71.989487,101.514681,27.000000,0.709153,1.000000,0.290847,0.000000,1.000000,0.333333,0.048017,0.538332,1.071266,0.417592,1.687899,4.000000,5.000000,1.666667,0.000000,0.000000,0.651942,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,1.000000,20.000000,32.000000,20.000000,18.726042,67.440379,101.514681,32.000000,0.664341,1.000000,0.335659,0.000000,1.000000,0.333333,0.063424,0.503871,1.029626,0.485428,1.646260,4.000000,5.000000,1.666667,0.000000,0.000000,0.682431,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,1.000000,25.000000,37.000000,25.000000,23.189372,62.977049,101.514681,37.000000,0.620374,1.000000,0.379626,0.000000,1.000000,0.333333,0.078541,0.470059,0.988772,0.551949,1.605405,4.000000,5.000000,1.666667,0.000000,0.000000,0.712322,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,1.000000,30.000000,42.000000,30.000000,27.568389,58.598032,101.514681,42.000000,0.577237,1.000000,0.422763,0.000000,1.000000,0.333333,0.093373,0.436886,0.948689,0.617344,1.565323,5.000000,5.000000,1.666667,0.173386,0.000000,0.741731,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,1.000000,35.000000,47.000000,35.000000,31.864539,54.301882,101.514681,47.000000,0.534917,1.000000,0.465083,0.000000,1.000000,0.333333,0.107924,0.404340,0.909365,0.681758,1.525999,5.000000,6.000000,2.000000,0.000000,0.000000,0.924891,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,1.000000,40.000000,52.000000,40.000000,36.079246,50.087175,101.514681,52.000000,0.493398,1.000000,0.506602,0.000000,1.000000,0.333333,0.122199,0.372412,0.870787,0.745302,1.487420,5.000000,6.000000,2.000000,0.000000,0.000000,0.959310,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,1.000000,45.000000,57.000000,45.000000,40.213917,45.952504,101.514681,57.000000,0.452669,1.000000,0.547331,0.000000,1.000000,0.333333,0.136203,0.341090,0.832941,0.808068,1.449574,5.000000,6.000000,2.000000,0.000000,0.000000,0.993396,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,1.000000,50.000000,62.000000,50.000000,44.269937,41.896484,101.514681,62.000000,0.412714,1.000000,0.587286,0.000000,1.000000,0.333333,0.149940,0.310363,0.795815,0.870130,1.412448,5.000000,6.000000,2.000000,0.000000,0.000000,1.027200,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,2.000000,5.000000,17.000000,5.000000,4.816120,81.350301,101.514681,17.000000,0.801365,1.000000,0.198635,0.000000,1.000000,0.333333,0.016312,0.609245,1.156948,0.276800,1.773582,4.000000,5.000000,1.666667,0.000000,0.000000,0.294226,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,2.000000,10.000000,22.000000,10.000000,9.540571,76.625850,101.514681,22.000000,0.754825,1.000000,0.245175,0.000000,1.000000,0.333333,0.032313,0.573455,1.113704,0.348178,1.730337,4.000000,5.000000,1.666667,0.000000,0.000000,0.310348,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,2.000000,15.000000,27.000000,15.000000,14.176934,71.989487,101.514681,27.000000,0.709153,1.000000,0.290847,0.000000,1.000000,0.333333,0.048017,0.538332,1.071266,0.417592,1.687899,4.000000,5.000000,1.666667,0.000000,0.000000,0.325971,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,2.000000,20.000000,32.000000,20.000000,18.726042,67.440379,101.514681,32.000000,0.664341,1.000000,0.335659,0.000000,1.000000,0.333333,0.063424,0.503871,1.029626,0.485428,1.646260,4.000000,5.000000,1.666667,0.000000,0.000000,0.341216,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,2.000000,25.000000,37.000000,25.000000,23.189372,62.977049,101.514681,37.000000,0.620374,1.000000,0.379626,0.000000,1.000000,0.333333,0.078541,0.470059,0.988772,0.551949,1.605405,4.000000,5.000000,1.666667,0.000000,0.000000,0.356161,0.000000,109.250000,109.250000,charger_limited,charger_limited
