candidate_name,n_abu_pool,n_abus_per_flight,E_pack_kwh_main,E_pack_kwh_abu,dod_main,dod_abu,soc_start_main,soc_start_abu,soc_target,t_flight_hr,t_takeoff_attach_hr,t_return_abu_hr,t_charge_hr_main,t_charge_hr_abu,t_cycle_nominal_hr,n_flights_nominal_no_abu_limit,n_flights_completed,t_flight_day_hr,t_slack_hr,t_wait_abu_day_hr,abu_utilization_avg
after_accel_climb,1.000000,1.000000,92.290783,21.000000,0.833697,0.696121,0.166303,0.303879,1.000000,0.343611,0.039167,0.075380,1.093545,0.275663,1.720456,13.000000,14.000000,4.810556,0.000000,0.000000,0.227622
