n_takeoff_abu_pool,n_cruise_abu_pool,E_abu_mission_cruise_per_abu_kwh,E_pack_kwh_main,E_mission_kwh_main,dod_main,soc_start_main,soc_target,soc_cc_end,E_abu_used_takeoff_total_kwh,E_ops_takeoff_per_abu_kwh,E_pack_takeoff_abu_per_abu_kwh,soc_start_abu_takeoff,dod_abu_takeoff,t_takeoff_attach_hr,t_return_takeoff_abu_hr,E_abu_used_cruise_total_kwh,E_saved_kwh_cruise,E_ops_cruise_per_abu_kwh,E_pack_cruise_abu_per_abu_kwh,soc_start_abu_cruise,dod_abu_cruise,t_cruise_attach_hr,t_cruise_attach_start_hr,t_return_cruise_abu_hr,t_flight_hr,t_charge_hr_main,t_charge_hr_takeoff_abu,t_charge_hr_cruise_abu,t_cycle_nominal_hr,n_flights_nominal_no_abu_limit,n_flights_completed,t_flight_day_hr,t_slack_hr,t_wait_takeoff_abu_day_hr,t_wait_cruise_abu_day_hr,abu_utilization_avg_takeoff,abu_utilization_avg_cruise,abu_bottleneck_takeoff_flag,abu_bottleneck_cruise_flag,P_cc_kw_main,P_cc_kw_takeoff_abu,P_cc_kw_cruise_abu,charger_limit_indicator_flag_main,charger_limit_indicator_flag_takeoff_abu,charger_limit_indicator_flag_cruise_abu
1.000000,1.000000,5.000000,92.290783,72.126833,0.781517,0.218483,1.000000,0.800000,8.618541,6.000000,21.000000,0.303879,0.696121,0.039167,0.075380,5.000000,4.815690,12.000000,17.000000,0.000000,1.000000,0.016525,0.039167,0.608770,0.333333,1.049465,0.275663,0.276800,1.666099,14.000000,15.000000,5.000000,0.000000,0.000000,0.000000,0.243881,0.588288,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
1.000000,1.000000,10.000000,92.290783,67.401208,0.730314,0.269686,1.000000,0.800000,8.618541,6.000000,21.000000,0.303879,0.696121,0.039167,0.075380,10.000000,9.541315,12.000000,22.000000,0.000000,1.000000,0.032740,0.039167,0.572501,0.333333,1.006210,0.275663,0.348178,1.622843,14.000000,15.000000,5.000000,0.000000,0.000000,0.000000,0.243881,0.620366,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
1.000000,1.000000,15.000000,92.290783,62.764142,0.680069,0.319931,1.000000,0.800000,8.618541,6.000000,21.000000,0.303879,0.696121,0.039167,0.075380,15.000000,14.178381,12.000000,27.000000,0.000000,1.000000,0.048652,0.039167,0.536912,0.333333,0.963766,0.275663,0.417592,1.580399,15.000000,15.000000,5.000000,0.294016,0.000000,0.000000,0.243881,0.651451,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
1.000000,1.000000,20.000000,92.290783,58.214146,0.630769,0.369231,1.000000,0.800000,8.618541,6.000000,21.000000,0.303879,0.696121,0.039167,0.075380,20.000000,18.728376,12.000000,32.000000,0.000000,1.000000,0.064265,0.039167,0.501991,0.333333,0.922118,0.275663,0.485428,1.538751,15.000000,16.000000,5.333333,0.000000,0.000000,0.000000,0.260140,0.727234,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
1.000000,1.000000,25.000000,92.290783,53.749753,0.582396,0.417604,1.000000,0.800000,8.618541,6.000000,21.000000,0.303879,0.696121,0.039167,0.075380,25.000000,23.192770,12.000000,37.000000,0.000000,1.000000,0.079584,0.039167,0.467727,0.333333,0.881254,0.275663,0.551949,1.497887,16.000000,16.000000,5.333333,0.033802,0.000000,0.000000,0.260140,0.758951,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
1.000000,1.000000,30.000000,92.290783,49.369512,0.534934,0.465066,1.000000,0.800000,8.618541,6.000000,21.000000,0.303879,0.696121,0.039167,0.075380,30.000000,27.573011,12.000000,42.000000,0.000000,1.000000,0.094614,0.039167,0.434109,0.333333,0.841160,0.275663,0.617344,1.457794,16.000000,17.000000,5.666667,0.000000,0.000000,0.000000,0.276399,0.839541,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
1.000000,1.000000,35.000000,92.290783,45.071991,0.488369,0.511631,1.000000,0.800000,8.618541,6.000000,21.000000,0.303879,0.696121,0.039167,0.075380,35.000000,31.870531,12.000000,47.000000,0.000000,1.000000,0.109361,0.039167,0.401126,0.333333,0.801824,0.275663,0.681758,1.418457,16.000000,17.000000,5.666667,0.000000,0.000000,0.000000,0.276399,0.872250,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
1.000000,1.000000,40.000000,92.290783,40.855779,0.442685,0.557315,1.000000,0.800000,8.618541,6.000000,21.000000,0.303879,0.696121,0.039167,0.075380,40.000000,36.086743,12.000000,52.000000,0.000000,1.000000,0.123829,0.039167,0.368767,0.333333,0.763231,0.275663,0.745302,1.379865,17.000000,18.000000,6.000000,0.000000,0.000000,0.000000,0.292657,0.957798,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
1.000000,1.000000,45.000000,92.290783,36.719483,0.397867,0.602133,1.000000,0.800000,8.618541,6.000000,21.000000,0.303879,0.696121,0.039167,0.075380,45.000000,40.223040,12.000000,57.000000,0.000000,1.000000,0.138022,0.039167,0.337021,0.333333,0.725371,0.275663,0.808068,1.342004,17.000000,18.000000,6.000000,0.000000,0.000000,0.000000,0.292657,0.991708,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
1.000000,1.000000,50.000000,92.290783,32.661728,0.353900,0.646100,1.000000,0.800000,8.618541,6.000000,21.000000,0.303879,0.696121,0.039167,0.075380,50.000000,44.280795,12.000000,62.000000,0.000000,1.000000,0.151946,0.039167,0.305878,0.333333,0.688229,0.275663,0.870130,1.304862,18.000000,18.000000,6.000000,0.000000,0.000000,1.058393,0.292657,1.025340,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
