name,E_abu_mission_total_kwh,E_abu_ops_total_kwh,E_abu_used_kwh,batt_mass_offloaded_kg,baseline_batt_mass_kg,main_batt_new_kg,MTOW_attached_kg,MTOW_detached_kg,feasible_ops,baseline_total_mission_kwh,aircraft_total_kwh_after,total_system_kwh_after
after_accel_climb,15.000000,6.000000,6.938058,42.298782,472.037444,429.738662,2612.965739,2361.701218,True,77.425942,69.902201,82.840259
