E_abu_mission_kwh_per_abu,E_abu_total_kwh_per_abu,E_abu_used_kwh,E_saved_kwh,E_mission_kwh_main,E_pack_kwh_main,E_pack_kwh_abu,dod_main,dod_abu,soc_start_main,soc_start_abu,soc_target,t_flight_hr,t_charge_hr_main,t_charge_hr_abu,t_charge_hr_total,t_ground_ops_hr,t_cycle_hr,n_feasible_flights,t_flight_day_hr,t_downtime_day_hr,t_slack_hr,charger_ac_kw,eta_charger_dc,c_rate_max,v_pack_nom_v_main,v_pack_nom_v_abu,P_cc_kw_main,P_cc_kw_abu,charger_limit_indicator_flag_main,charger_limit_indicator_flag_abu
5.000000,17.000000,5.000000,4.838632,69.174124,89.766550,17.000000,0.770600,1.000000,0.229400,0.000000,1.000000,0.347500,1.015890,0.276800,1.015890,0.283300,1.646690,14.000000,4.865000,19.135000,0.946342,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
10.000000,22.000000,10.000000,9.589214,64.423542,89.766550,22.000000,0.717679,1.000000,0.282321,0.000000,1.000000,0.347500,0.972406,0.348178,0.972406,0.283300,1.603206,14.000000,4.865000,19.135000,1.555112,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
15.000000,27.000000,15.000000,14.253635,59.759121,89.766550,27.000000,0.665717,1.000000,0.334283,0.000000,1.000000,0.347500,0.929711,0.417592,0.929711,0.283300,1.560511,15.000000,5.212500,18.787500,0.592330,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
20.000000,32.000000,20.000000,18.832862,55.179894,89.766550,32.000000,0.614704,1.000000,0.385296,0.000000,1.000000,0.347500,0.887796,0.485428,0.887796,0.283300,1.518596,15.000000,5.212500,18.787500,1.221057,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
25.000000,37.000000,25.000000,23.328088,50.684668,89.766550,37.000000,0.564628,1.000000,0.435372,0.000000,1.000000,0.347500,0.846650,0.551949,0.846650,0.283300,1.477450,16.000000,5.560000,18.440000,0.360800,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
30.000000,42.000000,30.000000,27.740503,46.272253,89.766550,42.000000,0.515473,1.000000,0.484527,0.000000,1.000000,0.347500,0.806262,0.617344,0.806262,0.283300,1.437062,16.000000,5.560000,18.440000,1.007012,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
35.000000,47.000000,35.000000,32.071296,41.941460,89.766550,47.000000,0.467228,1.000000,0.532772,0.000000,1.000000,0.347500,0.766621,0.681758,0.766621,0.283300,1.397421,17.000000,5.907500,18.092500,0.243850,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
40.000000,52.000000,40.000000,36.321649,37.691107,89.766550,52.000000,0.419879,1.000000,0.580121,0.000000,1.000000,0.347500,0.727716,0.745302,0.745302,0.283300,1.376102,17.000000,5.907500,18.092500,0.606259,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
45.000000,57.000000,45.000000,40.492741,33.520015,89.766550,57.000000,0.373413,1.000000,0.626587,0.000000,1.000000,0.347500,0.689536,0.808068,0.808068,0.283300,1.438868,16.000000,5.560000,18.440000,0.978105,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
50.000000,62.000000,50.000000,44.585744,29.427012,89.766550,62.000000,0.327817,1.000000,0.672183,0.000000,1.000000,0.347500,0.652072,0.870130,0.870130,0.283300,1.500930,15.000000,5.212500,18.787500,1.486047,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
