candidate_name,E_abu_mission_cruise_per_abu_kwh,E_pack_kwh_main,E_mission_kwh_main,dod_main,soc_start_main,soc_target,soc_cc_end,n_abus_takeoff,E_abu_used_takeoff_total_kwh,E_ops_takeoff_per_abu_kwh,E_pack_takeoff_abu_per_abu_kwh,soc_start_abu_takeoff,dod_abu_takeoff,n_abus_cruise,E_abu_used_cruise_total_kwh,E_saved_kwh_cruise,E_ops_cruise_per_abu_kwh,E_pack_cruise_abu_per_abu_kwh,soc_start_abu_cruise,dod_abu_cruise,t_flight_hr,t_overlap_hr_takeoff_abu,t_overlap_hr_cruise_abu,t_charge_hr_main,t_charge_hr_takeoff_abu_raw,t_charge_hr_cruise_abu_raw,t_charge_hr_takeoff_abu_net,t_charge_hr_cruise_abu_net,t_charge_hr_total,t_ground_ops_hr,t_takeoff_abu_return_hr,t_cruise_abu_return_hr,t_cycle_hr,n_feasible_flights,t_flight_day_hr,t_downtime_day_hr,t_slack_hr,charger_ac_kw,eta_charger_dc,c_rate_max,v_pack_nom_v_main,v_pack_nom_v_abu,i_term_c,P_cc_kw_main,P_cc_kw_takeoff_abu,P_cc_kw_cruise_abu,charger_limit_indicator_flag_main,charger_limit_indicator_flag_takeoff_abu,charger_limit_indicator_flag_cruise_abu
after_accel_climb,5.000000,76.466836,55.874322,0.730700,0.269300,1.000000,0.800000,1.000000,12.584497,6.000000,21.000000,0.115024,0.884976,1.000000,5.000000,4.838720,12.000000,17.000000,0.000000,1.000000,0.347500,0.282500,0.263429,0.857772,0.311965,0.276800,0.079465,0.063371,0.857772,0.283300,0.050000,0.050000,1.488572,16.000000,5.560000,18.440000,0.182853,115.000000,0.950000,20.000000,800.000000,400.000000,0.050000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
after_accel_climb,10.000000,76.466836,51.123006,0.668564,0.331436,1.000000,0.800000,1.000000,12.584497,6.000000,21.000000,0.115024,0.884976,1.000000,10.000000,9.590036,12.000000,22.000000,0.000000,1.000000,0.347500,0.282500,0.244703,0.814281,0.311965,0.348178,0.079465,0.153475,0.814281,0.283300,0.050000,0.050000,1.445081,16.000000,5.560000,18.440000,0.878698,115.000000,0.950000,20.000000,800.000000,400.000000,0.050000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
after_accel_climb,15.000000,76.466836,46.457927,0.607557,0.392443,1.000000,0.800000,1.000000,12.584497,6.000000,21.000000,0.115024,0.884976,1.000000,15.000000,14.255115,12.000000,27.000000,0.000000,1.000000,0.347500,0.282500,0.226317,0.771580,0.311965,0.417592,0.079465,0.241275,0.771580,0.283300,0.050000,0.050000,1.402380,17.000000,5.907500,18.092500,0.159533,115.000000,0.950000,20.000000,800.000000,400.000000,0.050000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
after_accel_climb,20.000000,76.466836,41.877913,0.547661,0.452339,1.000000,0.800000,1.000000,12.584497,6.000000,21.000000,0.115024,0.884976,1.000000,20.000000,18.835128,12.000000,32.000000,0.000000,1.000000,0.347500,0.282500,0.208266,0.729658,0.311965,0.485428,0.079465,0.327162,0.729658,0.283300,0.050000,0.050000,1.360458,17.000000,5.907500,18.092500,0.872213,115.000000,0.950000,20.000000,800.000000,400.000000,0.050000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
after_accel_climb,25.000000,76.466836,37.381797,0.488863,0.511137,1.000000,0.800000,1.000000,12.584497,6.000000,21.000000,0.115024,0.884976,1.000000,25.000000,23.331245,12.000000,37.000000,0.000000,1.000000,0.347500,0.282500,0.190546,0.688504,0.311965,0.551949,0.079465,0.411403,0.688504,0.283300,0.050000,0.050000,1.319304,18.000000,6.255000,17.745000,0.252533,115.000000,0.950000,20.000000,800.000000,400.000000,0.050000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
after_accel_climb,30.000000,76.466836,32.968409,0.431147,0.568853,1.000000,0.800000,1.000000,12.584497,6.000000,21.000000,0.115024,0.884976,1.000000,30.000000,27.744633,12.000000,42.000000,0.000000,1.000000,0.347500,0.282500,0.173151,0.648107,0.311965,0.617344,0.079465,0.494193,0.648107,0.283300,0.050000,0.050000,1.278907,18.000000,6.255000,17.745000,0.979682,115.000000,0.950000,20.000000,800.000000,400.000000,0.050000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
after_accel_climb,35.000000,76.466836,28.636584,0.374497,0.625503,1.000000,0.800000,1.000000,12.584497,6.000000,21.000000,0.115024,0.884976,1.000000,35.000000,32.076458,12.000000,47.000000,0.000000,1.000000,0.347500,0.282500,0.156079,0.608456,0.311965,0.681758,0.079465,0.575679,0.608456,0.283300,0.050000,0.050000,1.239256,19.000000,6.602500,17.397500,0.454136,115.000000,0.950000,20.000000,800.000000,400.000000,0.050000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
after_accel_climb,40.000000,76.466836,24.385157,0.318898,0.681102,1.000000,0.800000,1.000000,12.584497,6.000000,21.000000,0.115024,0.884976,1.000000,40.000000,36.327884,12.000000,52.000000,0.000000,1.000000,0.347500,0.282500,0.139323,0.569541,0.311965,0.745302,0.079465,0.655980,0.655980,0.283300,0.050000,0.050000,1.286780,18.000000,6.255000,17.745000,0.837964,115.000000,0.950000,20.000000,800.000000,400.000000,0.050000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
after_accel_climb,45.000000,76.466836,20.212971,0.264336,0.735664,1.000000,0.800000,1.000000,12.584497,6.000000,21.000000,0.115024,0.884976,1.000000,45.000000,40.500071,12.000000,57.000000,0.000000,1.000000,0.347500,0.282500,0.122879,0.531352,0.311965,0.808068,0.079465,0.735189,0.735189,0.283300,0.050000,0.050000,1.365989,17.000000,5.907500,18.092500,0.778180,115.000000,0.950000,20.000000,800.000000,400.000000,0.050000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
after_accel_climb,50.000000,76.466836,16.118869,0.210796,0.789204,1.000000,0.800000,1.000000,12.584497,6.000000,21.000000,0.115024,0.884976,1.000000,50.000000,44.594173,12.000000,62.000000,0.000000,1.000000,0.347500,0.282500,0.106743,0.493877,0.311965,0.870130,0.079465,0.813387,0.813387,0.283300,0.050000,0.050000,1.444187,16.000000,5.560000,18.440000,0.893006,115.000000,0.950000,20.000000,800.000000,400.000000,0.050000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
