E_mission_kwh,E_pack_kwh,dod,soc_start,soc_target,soc_cc_end,t_flight_hr,t_charge_hr,t_cc_hr,t_cv_hr,t_ground_ops_hr,t_cycle_hr,n_feasible_flights,t_flight_day_hr,t_downtime_day_hr,t_slack_hr,charger_ac_kw,eta_charger_dc,c_rate_max,v_pack_nom_v,i_term_c,P_dc_kw,P_cc_cap_kw,P_cc_kw,I_cc_A,I_term_A,charger_limit_indicator_flag
91.150103,91.150103,0.825777,0.174223,1.000000,0.800000,0.347500,1.075286,0.522102,0.553185,0.283300,1.706086,14.000000,4.865000,19.135000,0.114792,115.000000,0.950000,5.000000,800.000000,0.050000,109.250000,455.750516,109.250000,136.562500,5.696881,charger_limited
