n_abus,E_abu_mission_kwh,E_abu_total_kwh,m_abu_batt_kg,m_abu_struct_kg,m_abu_integ_kg,m_rot_hub_kg,m_abu_total_all_kg,E_cruise_attach_kwh,E_abu_used_kwh,baseline_cruise_energy_kwh,E_saved_kwh,extra_time_s,extra_range_mi
1.000000,5.000000,17.000000,103.642737,20.728547,5.182137,21.395125,150.948547,20.835988,5.000000,19.434765,3.598777,78.327811,3.265799
1.000000,10.000000,22.000000,134.125895,26.825179,6.706295,22.436394,190.093764,21.211283,10.000000,19.434765,8.223482,178.985084,7.462603
1.000000,15.000000,27.000000,164.609053,32.921811,8.230453,22.704194,228.465511,21.583926,15.000000,19.434765,12.850840,279.700070,11.661813
1.000000,20.000000,32.000000,195.092212,39.018442,9.754611,22.965842,266.831107,21.961224,20.000000,19.434765,17.473541,380.313729,15.856798
1.000000,25.000000,37.000000,225.575370,45.115074,11.278768,23.226613,305.195825,22.343228,22.343228,19.434765,19.434765,423.000000,17.636560
1.000000,30.000000,42.000000,256.058528,51.211706,12.802926,23.486557,343.559716,22.729938,22.729938,19.434765,19.434765,423.000000,17.636560
1.000000,35.000000,47.000000,286.541686,57.308337,14.327084,23.745688,381.922796,23.121355,23.121355,19.434765,19.434765,423.000000,17.636560
1.000000,40.000000,52.000000,317.024844,63.404969,15.851242,24.004022,420.285076,23.517477,23.517477,19.434765,19.434765,423.000000,17.636560
1.000000,45.000000,57.000000,347.508002,69.501600,17.375400,24.261570,458.646572,23.918305,23.918305,19.434765,19.434765,423.000000,17.636560
1.000000,50.000000,62.000000,377.991160,75.598232,18.899558,24.518346,497.007295,24.323839,24.323839,19.434765,19.434765,423.000000,17.636560
