n_abus,E_abu_mission_kwh,E_abu_total_kwh,m_abu_batt_kg,m_abu_struct_kg,m_abu_integ_kg,m_rot_hub_kg,m_abu_total_all_kg,P_hover_attach_kw,P_cruise_attach_kw,t_divert_s,divert_distance_mi,E_divert_kwh,t_hover_s,E_hover_kwh,t_hover_descend_s,E_hover_descend_kwh,E_ops_kwh_total,t_loiter_hover_max_s,feasible,margin_kwh,note
1.000000,5.000000,11.000000,67.062948,13.412590,3.353147,21.395125,105.223810,584.672601,147.332300,198.275975,6.000000,8.114571,60.000000,9.744543,40.000000,5.396289,6.000000,0.000000,0.000000,-24.255403,Insufficient ABU mission energy
1.000000,10.000000,16.000000,97.546106,19.509221,4.877305,21.395125,143.327758,598.040897,150.967155,198.275975,6.000000,8.314767,60.000000,9.967348,40.000000,5.519673,6.000000,0.000000,0.000000,-19.801788,Insufficient ABU mission energy
1.000000,15.000000,21.000000,128.029264,25.605853,6.401463,21.395125,181.431705,611.509556,154.654286,198.275975,6.000000,8.517841,60.000000,10.191826,40.000000,5.643983,6.000000,0.000000,0.000000,-15.353650,Insufficient ABU mission energy
1.000000,20.000000,26.000000,158.512422,31.702484,7.925621,21.395125,219.535653,625.077833,158.393693,198.275975,6.000000,8.723796,60.000000,10.417964,40.000000,5.769213,6.000000,0.000000,0.000000,-10.910972,Insufficient ABU mission energy
1.000000,25.000000,31.000000,188.995580,37.799116,9.449779,21.395125,257.639600,638.745004,162.185377,198.275975,6.000000,8.932629,60.000000,10.645750,40.000000,5.895355,6.000000,0.000000,0.000000,-6.473734,Insufficient ABU mission energy
1.000000,30.000000,36.000000,219.478738,43.895748,10.973937,21.395125,295.743548,652.510358,166.029337,198.275975,6.000000,9.144341,60.000000,10.875173,40.000000,6.022404,6.000000,0.000000,0.000000,-2.041918,Insufficient ABU mission energy
1.000000,35.000000,41.000000,249.961896,49.992379,12.498095,21.395125,333.847495,666.373200,169.925574,198.275975,6.000000,9.358933,60.000000,11.106220,40.000000,6.150352,6.000000,12.881944,1.000000,2.384495,feasible
1.000000,40.000000,46.000000,280.445054,56.089011,14.022253,21.395125,371.951443,680.332848,173.874087,198.275975,6.000000,9.576404,60.000000,11.338881,40.000000,6.279194,6.000000,36.011604,1.000000,6.805521,feasible
1.000000,45.000000,51.000000,310.928212,62.185642,15.546411,21.395125,410.055391,694.388636,177.874876,198.275975,6.000000,9.796754,60.000000,11.573144,40.000000,6.408923,6.000000,58.175267,1.000000,11.221179,feasible
1.000000,50.000000,56.000000,341.411370,68.282274,17.070569,21.395125,448.159338,708.539911,181.927941,198.275975,6.000000,10.019983,60.000000,11.808999,40.000000,6.539533,6.000000,79.421560,1.000000,15.631485,feasible
