n_takeoff_abu_pool,n_cruise_abu_pool,E_abu_mission_cruise_per_abu_kwh,E_pack_kwh_main,E_mission_kwh_main,dod_main,soc_start_main,soc_target,soc_cc_end,E_abu_used_takeoff_total_kwh,E_ops_takeoff_per_abu_kwh,E_pack_takeoff_abu_per_abu_kwh,soc_start_abu_takeoff,dod_abu_takeoff,t_takeoff_attach_hr,t_return_takeoff_abu_hr,E_abu_used_cruise_total_kwh,E_saved_kwh_cruise,E_ops_cruise_per_abu_kwh,E_pack_cruise_abu_per_abu_kwh,soc_start_abu_cruise,dod_abu_cruise,t_cruise_attach_hr,t_cruise_attach_start_hr,t_return_cruise_abu_hr,t_flight_hr,t_charge_hr_main,t_charge_hr_takeoff_abu,t_charge_hr_cruise_abu,t_cycle_nominal_hr,n_flights_nominal_no_abu_limit,n_flights_completed,t_flight_day_hr,t_slack_hr,t_wait_takeoff_abu_day_hr,t_wait_cruise_abu_day_hr,abu_utilization_avg_takeoff,abu_utilization_avg_cruise,abu_bottleneck_takeoff_flag,abu_bottleneck_cruise_flag,P_cc_kw_main,P_cc_kw_takeoff_abu,P_cc_kw_cruise_abu,charger_limit_indicator_flag_main,charger_limit_indicator_flag_takeoff_abu,charger_limit_indicator_flag_cruise_abu
1.000000,1.000000,5.000000,35.048931,18.893143,0.539050,0.460950,1.000000,0.800000,10.994053,6.000000,21.000000,0.190759,0.809241,0.065000,0.142271,5.000000,4.661265,12.000000,17.000000,0.000000,1.000000,0.029077,0.065000,0.340043,0.247500,0.378256,0.297407,0.276800,0.909056,26.000000,27.000000,6.682500,0.000000,0.000000,0.000000,0.567762,0.799785,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
1.000000,1.000000,10.000000,35.048931,14.393769,0.410676,0.589324,1.000000,0.800000,10.994053,6.000000,21.000000,0.190759,0.809241,0.065000,0.142271,10.000000,9.160639,12.000000,22.000000,0.000000,1.000000,0.057145,0.065000,0.277265,0.247500,0.337072,0.297407,0.348178,0.867872,27.000000,28.000000,6.930000,0.000000,0.000000,0.000000,0.588791,0.872186,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
1.000000,1.000000,15.000000,35.048931,10.050998,0.286770,0.713230,1.000000,0.800000,10.994053,6.000000,21.000000,0.190759,0.809241,0.065000,0.142271,15.000000,13.503410,12.000000,27.000000,0.000000,1.000000,0.084235,0.065000,0.216673,0.247500,0.297321,0.297407,0.417592,0.828121,28.000000,29.000000,7.177500,0.000000,0.000000,0.000000,0.609819,0.946729,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
1.000000,1.000000,20.000000,35.048931,5.859693,0.167186,0.832814,1.000000,0.800000,10.994053,6.000000,21.000000,0.190759,0.809241,0.065000,0.142271,20.000000,17.694715,12.000000,32.000000,0.000000,1.000000,0.110381,0.065000,0.158194,0.247500,0.225269,0.297407,0.485428,0.756069,31.000000,30.000000,7.425000,0.000000,0.000000,1.825069,0.630847,1.023754,0.000000,1.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
1.000000,1.000000,25.000000,35.048931,4.718438,0.134624,0.865376,1.000000,0.800000,10.994053,6.000000,21.000000,0.190759,0.809241,0.065000,0.142271,21.660958,18.835970,12.000000,37.000000,0.090244,0.909756,0.117500,0.065000,0.142271,0.247500,0.181395,0.297407,0.521386,0.712195,33.000000,29.000000,7.177500,0.000000,0.000000,3.750909,0.609819,1.022439,0.000000,1.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
1.000000,1.000000,30.000000,35.048931,4.718438,0.134624,0.865376,1.000000,0.800000,10.994053,6.000000,21.000000,0.190759,0.809241,0.065000,0.142271,22.036628,18.835970,12.000000,42.000000,0.189604,0.810396,0.117500,0.065000,0.142271,0.247500,0.181395,0.297407,0.544453,0.712195,33.000000,28.000000,6.930000,0.000000,0.000000,4.239765,0.588791,1.014094,0.000000,1.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
1.000000,1.000000,35.000000,35.048931,4.718438,0.134624,0.865376,1.000000,0.800000,10.994053,6.000000,21.000000,0.190759,0.809241,0.065000,0.142271,22.416949,18.835970,12.000000,47.000000,0.267724,0.732276,0.117500,0.065000,0.142271,0.247500,0.181395,0.297407,0.566581,0.712195,33.000000,27.000000,6.682500,0.112659,0.000000,4.658071,0.567762,1.002771,0.000000,1.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
1.000000,1.000000,40.000000,35.048931,4.718438,0.134624,0.865376,1.000000,0.800000,10.994053,6.000000,21.000000,0.190759,0.809241,0.065000,0.142271,22.801920,18.835970,12.000000,52.000000,0.330732,0.669268,0.117500,0.065000,0.142271,0.247500,0.181395,0.297407,0.587883,0.712195,33.000000,27.000000,6.682500,0.000000,0.000000,5.211916,0.567762,1.026735,0.000000,1.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
1.000000,1.000000,45.000000,35.048931,4.718438,0.134624,0.865376,1.000000,0.800000,10.994053,6.000000,21.000000,0.190759,0.809241,0.065000,0.142271,23.191542,18.835970,12.000000,57.000000,0.382605,0.617395,0.117500,0.065000,0.142271,0.247500,0.181395,0.297407,0.608449,0.712195,33.000000,26.000000,6.435000,0.000000,0.000000,5.525602,0.546734,1.010988,0.000000,1.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
1.000000,1.000000,50.000000,35.048931,4.718438,0.134624,0.865376,1.000000,0.800000,10.994053,6.000000,21.000000,0.190759,0.809241,0.065000,0.142271,23.585815,18.835970,12.000000,62.000000,0.426035,0.573965,0.117500,0.065000,0.142271,0.247500,0.181395,0.297407,0.628353,0.712195,33.000000,25.000000,6.187500,0.412844,0.000000,5.782276,0.525706,0.992837,0.000000,1.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
