daily_operation_hr,candidate_name,n_abu_pool,n_abus_per_flight,E_pack_kwh_main,E_pack_kwh_abu,dod_main,dod_abu,soc_start_main,soc_start_abu,soc_target,t_flight_hr,t_takeoff_attach_hr,t_return_abu_hr,t_charge_hr_main,t_charge_hr_abu,t_cycle_nominal_hr,n_flights_nominal_no_abu_limit,n_flights_completed,t_flight_day_hr,t_slack_hr,t_wait_abu_day_hr,abu_utilization_avg
8.000000,after_accel_climb,1.000000,1.000000,35.048931,21.000000,0.672044,0.809241,0.327956,0.190759,1.000000,0.241667,0.065000,0.142271,0.420922,0.297407,0.945888,8.000000,9.000000,2.175000,0.000000,0.000000,0.567762
