n_abu_pool,candidate_name,timeline_type,abu_index,flight_index,t_hr,event
1.000000,after_accel_climb,aircraft,,1.000000,0.000000,aircraft_depart
1.000000,after_accel_climb,aircraft,,1.000000,0.241667,aircraft_arrive
1.000000,after_accel_climb,aircraft,,1.000000,0.524967,aircraft_ground_ops_done
1.000000,after_accel_climb,aircraft,,1.000000,0.945888,aircraft_charge_done
1.000000,after_accel_climb,aircraft,,2.000000,0.945888,aircraft_depart
1.000000,after_accel_climb,aircraft,,2.000000,1.187555,aircraft_arrive
1.000000,after_accel_climb,aircraft,,2.000000,1.470855,aircraft_ground_ops_done
1.000000,after_accel_climb,aircraft,,2.000000,1.891777,aircraft_charge_done
1.000000,after_accel_climb,aircraft,,3.000000,1.891777,aircraft_depart
1.000000,after_accel_climb,aircraft,,3.000000,2.133444,aircraft_arrive
1.000000,after_accel_climb,aircraft,,3.000000,2.416744,aircraft_ground_ops_done
1.000000,after_accel_climb,aircraft,,3.000000,2.837665,aircraft_charge_done
1.000000,after_accel_climb,aircraft,,4.000000,2.837665,aircraft_depart
1.000000,after_accel_climb,aircraft,,4.000000,3.079332,aircraft_arrive
1.000000,after_accel_climb,aircraft,,4.000000,3.362632,aircraft_ground_ops_done
1.000000,after_accel_climb,aircraft,,4.000000,3.783554,aircraft_charge_done
1.000000,after_accel_climb,aircraft,,5.000000,3.783554,aircraft_depart
1.000000,after_accel_climb,aircraft,,5.000000,4.025220,aircraft_arrive
1.000000,after_accel_climb,aircraft,,5.000000,4.308520,aircraft_ground_ops_done
1.000000,after_accel_climb,aircraft,,5.000000,4.729442,aircraft_charge_done
1.000000,after_accel_climb,aircraft,,6.000000,4.729442,aircraft_depart
1.000000,after_accel_climb,aircraft,,6.000000,4.971109,aircraft_arrive
1.000000,after_accel_climb,aircraft,,6.000000,5.254409,aircraft_ground_ops_done
1.000000,after_accel_climb,aircraft,,6.000000,5.675331,aircraft_charge_done
