n_abu_pool,E_abu_mission_kwh_per_abu,E_abu_total_kwh_per_abu,E_abu_used_kwh_total,E_saved_kwh,E_mission_kwh_main,E_pack_kwh_main,E_pack_kwh_abu,dod_main,dod_abu,soc_start_main,soc_start_abu,soc_target,t_flight_hr,t_attached_hr,t_return_cruise_abu_hr,t_charge_hr_main,t_charge_hr_abu,t_cycle_nominal_hr,n_flights_nominal_no_abu_limit,n_flights_completed,t_flight_day_hr,t_slack_hr,t_wait_abu_day_hr,abu_utilization_avg,abu_bottleneck_flag,P_cc_kw_main,P_cc_kw_abu,charger_limit_indicator_flag_main,charger_limit_indicator_flag_abu
1.000000,5.000000,17.000000,5.000000,4.663749,29.889079,46.047351,17.000000,0.649094,1.000000,0.350906,0.000000,1.000000,0.247500,0.028196,0.342013,0.521653,0.276800,1.052453,22.000000,23.000000,5.692500,0.000000,0.000000,0.682342,0.000000,109.250000,109.250000,charger_limited,charger_limited
1.000000,10.000000,22.000000,10.000000,9.162466,25.390363,46.047351,22.000000,0.551397,1.000000,0.448603,0.000000,1.000000,0.247500,0.055395,0.281179,0.480475,0.348178,1.011275,23.000000,24.000000,5.940000,0.000000,0.000000,0.749752,0.000000,109.250000,109.250000,charger_limited,charger_limited
1.000000,15.000000,27.000000,15.000000,13.506416,21.046412,46.047351,27.000000,0.457060,1.000000,0.542940,0.000000,1.000000,0.247500,0.081658,0.222437,0.440714,0.417592,0.971514,24.000000,25.000000,6.187500,0.000000,0.000000,0.819466,0.000000,109.250000,109.250000,charger_limited,charger_limited
1.000000,20.000000,32.000000,20.000000,17.699164,16.853664,46.047351,32.000000,0.366007,1.000000,0.633993,0.000000,1.000000,0.247500,0.107007,0.165740,0.402336,0.485428,0.933136,25.000000,26.000000,6.435000,0.000000,0.000000,0.891773,0.000000,109.250000,109.250000,charger_limited,charger_limited
1.000000,25.000000,37.000000,22.343228,19.434765,15.118063,46.047351,37.000000,0.328316,0.928195,0.671684,0.071805,1.000000,0.247500,0.117500,0.142271,0.386450,0.527631,0.917250,26.000000,26.000000,6.435000,0.151509,0.000000,0.923435,0.000000,109.250000,109.250000,charger_limited,charger_limited
1.000000,30.000000,42.000000,22.729938,19.434765,15.118063,46.047351,42.000000,0.328316,0.826903,0.671684,0.173097,1.000000,0.247500,0.117500,0.142271,0.386450,0.550799,0.917250,26.000000,26.000000,6.435000,0.151509,0.000000,0.948534,0.000000,109.250000,109.250000,charger_limited,charger_limited
1.000000,35.000000,47.000000,23.121355,19.434765,15.118063,46.047351,47.000000,0.328316,0.747263,0.671684,0.252737,1.000000,0.247500,0.117500,0.142271,0.386450,0.573029,0.917250,26.000000,26.000000,6.435000,0.151509,0.000000,0.972616,0.000000,109.250000,109.250000,charger_limited,charger_limited
1.000000,40.000000,52.000000,23.517477,19.434765,15.118063,46.047351,52.000000,0.328316,0.683028,0.671684,0.316972,1.000000,0.247500,0.117500,0.142271,0.386450,0.594433,0.917250,26.000000,26.000000,6.435000,0.102670,0.048840,0.995803,0.000000,109.250000,109.250000,charger_limited,charger_limited
1.000000,45.000000,57.000000,23.918305,19.434765,15.118063,46.047351,57.000000,0.328316,0.630146,0.671684,0.369854,1.000000,0.247500,0.117500,0.142271,0.386450,0.615101,0.917250,26.000000,26.000000,6.435000,0.000000,0.565548,1.018194,0.000000,109.250000,109.250000,charger_limited,charger_limited
1.000000,50.000000,62.000000,24.323839,19.434765,15.118063,46.047351,62.000000,0.328316,0.585868,0.671684,0.414132,1.000000,0.247500,0.117500,0.142271,0.386450,0.635108,0.917250,26.000000,25.000000,6.187500,0.045661,1.023098,0.999874,1.000000,109.250000,109.250000,charger_limited,charger_limited
2.000000,5.000000,17.000000,5.000000,4.663749,29.889079,46.047351,17.000000,0.649094,1.000000,0.350906,0.000000,1.000000,0.247500,0.028196,0.342013,0.521653,0.276800,1.052453,22.000000,23.000000,5.692500,0.000000,0.000000,0.341171,0.000000,109.250000,109.250000,charger_limited,charger_limited
2.000000,10.000000,22.000000,10.000000,9.162466,25.390363,46.047351,22.000000,0.551397,1.000000,0.448603,0.000000,1.000000,0.247500,0.055395,0.281179,0.480475,0.348178,1.011275,23.000000,24.000000,5.940000,0.000000,0.000000,0.374876,0.000000,109.250000,109.250000,charger_limited,charger_limited
2.000000,15.000000,27.000000,15.000000,13.506416,21.046412,46.047351,27.000000,0.457060,1.000000,0.542940,0.000000,1.000000,0.247500,0.081658,0.222437,0.440714,0.417592,0.971514,24.000000,25.000000,6.187500,0.000000,0.000000,0.409733,0.000000,109.250000,109.250000,charger_limited,charger_limited
