E_mission_kwh,E_pack_kwh,dod,soc_start,soc_target,soc_cc_end,t_flight_hr,t_charge_hr,t_cc_hr,t_cv_hr,t_ground_ops_hr,t_cycle_hr,n_feasible_flights,t_flight_day_hr,t_downtime_day_hr,t_slack_hr,charger_ac_kw,eta_charger_dc,c_rate_max,v_pack_nom_v,i_term_c,P_dc_kw,P_cc_cap_kw,P_cc_kw,I_cc_A,I_term_A,charger_limit_indicator_flag
93.098771,93.098771,0.841037,0.158963,1.000000,0.800000,0.333333,1.108039,0.546267,0.561772,0.283300,1.724673,13.000000,4.333333,19.666667,1.579257,115.000000,0.950000,5.000000,800.000000,0.050000,109.250000,465.493857,109.250000,136.562500,5.818673,charger_limited
