E_abu_mission_kwh_per_abu,E_abu_total_kwh_per_abu,E_abu_used_kwh,E_saved_kwh,E_mission_kwh_main,E_pack_kwh_main,E_pack_kwh_abu,dod_main,dod_abu,soc_start_main,soc_start_abu,soc_target,t_flight_hr,t_overlap_hr,t_charge_hr_main,t_charge_hr_abu_raw,t_charge_hr_abu_net,t_charge_hr_total,t_ground_ops_hr,t_cruise_abu_return_hr,t_cycle_hr,n_feasible_flights,t_flight_day_hr,t_downtime_day_hr,t_slack_hr,charger_ac_kw,eta_charger_dc,c_rate_max,v_pack_nom_v_main,v_pack_nom_v_abu,P_cc_kw_main,P_cc_kw_abu,charger_limit_indicator_flag_main,charger_limit_indicator_flag_abu
5.000000,17.000000,5.000000,4.845331,72.793626,92.359304,17.000000,0.788157,1.000000,0.211843,0.000000,1.000000,0.333333,0.275830,1.055745,0.276800,0.025970,1.055745,0.283300,0.025000,1.672378,14.000000,4.666667,19.333333,0.586704,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
10.000000,22.000000,10.000000,9.606059,68.032897,92.359304,22.000000,0.736611,1.000000,0.263389,0.000000,1.000000,0.333333,0.257813,1.012168,0.348178,0.115365,1.012168,0.283300,0.025000,1.628802,14.000000,4.666667,19.333333,1.196774,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
15.000000,27.000000,15.000000,14.283914,63.355042,92.359304,27.000000,0.685963,1.000000,0.314037,0.000000,1.000000,0.333333,0.240109,0.969351,0.417592,0.202483,0.969351,0.283300,0.025000,1.585984,15.000000,5.000000,19.000000,0.210241,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
20.000000,32.000000,20.000000,18.879760,58.759196,92.359304,32.000000,0.636202,1.000000,0.363798,0.000000,1.000000,0.333333,0.222716,0.927283,0.485428,0.287712,0.927283,0.283300,0.025000,1.543917,15.000000,5.000000,19.000000,0.841250,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
25.000000,37.000000,25.000000,23.394676,54.244280,92.359304,37.000000,0.587318,1.000000,0.412682,0.000000,1.000000,0.333333,0.205630,0.885957,0.551949,0.371319,0.885957,0.283300,0.025000,1.502590,15.000000,5.000000,19.000000,1.461147,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
30.000000,42.000000,30.000000,27.829741,49.809216,92.359304,42.000000,0.539298,1.000000,0.460702,0.000000,1.000000,0.333333,0.188845,0.845361,0.617344,0.453499,0.845361,0.283300,0.025000,1.461995,16.000000,5.333333,18.666667,0.608085,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
35.000000,47.000000,35.000000,32.186031,45.452925,92.359304,47.000000,0.492132,1.000000,0.507868,0.000000,1.000000,0.333333,0.172359,0.805487,0.681758,0.534399,0.805487,0.283300,0.025000,1.422120,16.000000,5.333333,18.666667,1.246078,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
40.000000,52.000000,40.000000,36.464623,41.174333,92.359304,52.000000,0.445806,1.000000,0.554194,0.000000,1.000000,0.333333,0.156167,0.766324,0.745302,0.614136,0.766324,0.283300,0.025000,1.382957,17.000000,5.666667,18.333333,0.489734,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
45.000000,57.000000,45.000000,40.666588,36.972368,92.359304,57.000000,0.400310,1.000000,0.599690,0.000000,1.000000,0.333333,0.140264,0.727862,0.808068,0.692804,0.727862,0.283300,0.025000,1.344495,17.000000,5.666667,18.333333,1.143586,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
50.000000,62.000000,50.000000,44.792995,32.845961,92.359304,62.000000,0.355632,1.000000,0.644368,0.000000,1.000000,0.333333,0.124648,0.690091,0.870130,0.770482,0.770482,0.283300,0.025000,1.387115,17.000000,5.666667,18.333333,0.419037,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
