name,E_abu_mission_total_kwh,E_abu_ops_total_kwh,E_abu_used_kwh,batt_mass_offloaded_kg,baseline_batt_mass_kg,main_batt_new_kg,MTOW_attached_kg,MTOW_detached_kg,feasible_ops,baseline_total_mission_kwh,aircraft_total_kwh_after,total_system_kwh_after
after_accel_climb,15.000000,6.000000,7.992197,48.725479,563.080651,514.355172,3371.090089,3126.274521,True,92.359304,83.964115,97.956312
