n_takeoff_abu_pool,n_cruise_abu_pool,E_abu_mission_cruise_per_abu_kwh,E_pack_kwh_main,E_mission_kwh_main,dod_main,soc_start_main,soc_target,soc_cc_end,E_abu_used_takeoff_total_kwh,E_ops_takeoff_per_abu_kwh,E_pack_takeoff_abu_per_abu_kwh,soc_start_abu_takeoff,dod_abu_takeoff,t_takeoff_attach_hr,t_return_takeoff_abu_hr,E_abu_used_cruise_total_kwh,E_saved_kwh_cruise,E_ops_cruise_per_abu_kwh,E_pack_cruise_abu_per_abu_kwh,soc_start_abu_cruise,dod_abu_cruise,t_cruise_attach_hr,t_cruise_attach_start_hr,t_return_cruise_abu_hr,t_flight_hr,t_charge_hr_main,t_charge_hr_takeoff_abu,t_charge_hr_cruise_abu,t_cycle_nominal_hr,n_flights_nominal_no_abu_limit,n_flights_completed,t_flight_day_hr,t_slack_hr,t_wait_takeoff_abu_day_hr,t_wait_cruise_abu_day_hr,abu_utilization_avg_takeoff,abu_utilization_avg_cruise,abu_bottleneck_takeoff_flag,abu_bottleneck_cruise_flag,P_cc_kw_main,P_cc_kw_takeoff_abu,P_cc_kw_cruise_abu,charger_limit_indicator_flag_main,charger_limit_indicator_flag_takeoff_abu,charger_limit_indicator_flag_cruise_abu
1.000000,1.000000,5.000000,83.810242,64.237512,0.766464,0.233536,1.000000,0.800000,8.156652,6.000000,21.000000,0.325874,0.674126,0.039167,0.075380,5.000000,4.845418,12.000000,17.000000,0.000000,1.000000,0.018547,0.039167,0.604247,0.333333,0.954815,0.271436,0.276800,1.571449,15.000000,16.000000,5.333333,0.000000,0.000000,0.000000,0.257321,0.625840,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
1.000000,1.000000,10.000000,83.810242,59.476076,0.709652,0.290348,1.000000,0.800000,8.156652,6.000000,21.000000,0.325874,0.674126,0.039167,0.075380,10.000000,9.606854,12.000000,22.000000,0.000000,1.000000,0.036772,0.039167,0.563484,0.333333,0.911232,0.271436,0.348178,1.527866,15.000000,16.000000,5.333333,0.000000,0.000000,0.000000,0.257321,0.658400,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
1.000000,1.000000,15.000000,83.810242,54.797562,0.653829,0.346171,1.000000,0.800000,8.156652,6.000000,21.000000,0.325874,0.674126,0.039167,0.075380,15.000000,14.285368,12.000000,27.000000,0.000000,1.000000,0.054679,0.039167,0.523430,0.333333,0.868408,0.271436,0.417592,1.485042,16.000000,16.000000,5.333333,0.239333,0.000000,0.000000,0.257321,0.689912,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
1.000000,1.000000,20.000000,83.810242,50.200908,0.598983,0.401017,1.000000,0.800000,8.156652,6.000000,21.000000,0.325874,0.674126,0.039167,0.075380,20.000000,18.882022,12.000000,32.000000,0.000000,1.000000,0.072274,0.039167,0.484077,0.333333,0.826334,0.271436,0.485428,1.442967,16.000000,17.000000,5.666667,0.000000,0.000000,0.000000,0.273404,0.765670,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
1.000000,1.000000,25.000000,83.810242,45.685051,0.545101,0.454899,1.000000,0.800000,8.156652,6.000000,21.000000,0.325874,0.674126,0.039167,0.075380,25.000000,23.397878,12.000000,37.000000,0.000000,1.000000,0.089559,0.039167,0.445416,0.333333,0.784999,0.271436,0.551949,1.401632,17.000000,17.000000,5.666667,0.172257,0.000000,0.000000,0.273404,0.797648,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
1.000000,1.000000,30.000000,83.810242,41.248930,0.492171,0.507829,1.000000,0.800000,8.156652,6.000000,21.000000,0.325874,0.674126,0.039167,0.075380,30.000000,27.834000,12.000000,42.000000,0.000000,1.000000,0.106539,0.039167,0.407438,0.333333,0.744393,0.271436,0.617344,1.361027,17.000000,18.000000,6.000000,0.000000,0.000000,0.000000,0.289486,0.877866,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
1.000000,1.000000,35.000000,83.810242,36.891480,0.440179,0.559821,1.000000,0.800000,8.156652,6.000000,21.000000,0.325874,0.674126,0.039167,0.075380,35.000000,32.191450,12.000000,47.000000,0.000000,1.000000,0.123218,0.039167,0.370133,0.333333,0.704508,0.271436,0.681758,1.321142,18.000000,18.000000,6.000000,0.219451,0.000000,0.000000,0.289486,0.910706,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
1.000000,1.000000,40.000000,83.810242,32.611642,0.389113,0.610887,1.000000,0.800000,8.156652,6.000000,21.000000,0.325874,0.674126,0.039167,0.075380,40.000000,36.471287,12.000000,52.000000,0.000000,1.000000,0.139599,0.039167,0.333492,0.333333,0.665334,0.271436,0.745302,1.281967,18.000000,19.000000,6.333333,0.000000,0.000000,0.000000,0.305569,0.995569,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
1.000000,1.000000,45.000000,83.810242,28.408358,0.338960,0.661040,1.000000,0.800000,8.156652,6.000000,21.000000,0.325874,0.674126,0.039167,0.075380,45.000000,40.674572,12.000000,57.000000,0.000000,1.000000,0.155688,0.039167,0.297507,0.333333,0.626860,0.271436,0.808068,1.243493,19.000000,19.000000,6.333333,0.000000,0.000000,1.024875,0.305569,1.029507,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
1.000000,1.000000,50.000000,83.810242,24.280570,0.289709,0.710291,1.000000,0.800000,8.156652,6.000000,21.000000,0.325874,0.674126,0.039167,0.075380,50.000000,44.802360,12.000000,62.000000,0.000000,1.000000,0.171488,0.039167,0.262168,0.333333,0.589077,0.271436,0.870130,1.205710,19.000000,18.000000,6.000000,0.000000,0.000000,2.333135,0.289486,1.007215,0.000000,1.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
