E_abu_mission_kwh_per_abu,E_abu_total_kwh_per_abu,E_abu_used_kwh,E_saved_kwh,E_mission_kwh_main,E_pack_kwh_main,E_pack_kwh_abu,dod_main,dod_abu,soc_start_main,soc_start_abu,soc_target,t_flight_hr,t_charge_hr_main,t_charge_hr_abu,t_charge_hr_total,t_ground_ops_hr,t_cycle_hr,n_feasible_flights,t_flight_day_hr,t_downtime_day_hr,t_slack_hr,charger_ac_kw,eta_charger_dc,c_rate_max,v_pack_nom_v_main,v_pack_nom_v_abu,P_cc_kw_main,P_cc_kw_abu,charger_limit_indicator_flag_main,charger_limit_indicator_flag_abu
5.000000,17.000000,5.000000,4.844350,73.455124,93.098771,17.000000,0.789002,1.000000,0.210998,0.000000,1.000000,0.333333,1.063697,0.276800,1.063697,0.283300,1.680331,14.000000,4.666667,19.333333,0.475371,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
10.000000,22.000000,10.000000,9.603597,68.695877,93.098771,22.000000,0.737882,1.000000,0.262118,0.000000,1.000000,0.333333,1.020134,0.348178,1.020134,0.283300,1.636768,14.000000,4.666667,19.333333,1.085252,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
15.000000,27.000000,15.000000,14.279501,64.019973,93.098771,27.000000,0.687656,1.000000,0.312344,0.000000,1.000000,0.333333,0.977334,0.417592,0.977334,0.283300,1.593968,15.000000,5.000000,19.000000,0.090485,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
20.000000,32.000000,20.000000,18.872953,59.426521,93.098771,32.000000,0.638317,1.000000,0.361683,0.000000,1.000000,0.333333,0.935289,0.485428,0.935289,0.283300,1.551922,15.000000,5.000000,19.000000,0.721165,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
25.000000,37.000000,25.000000,23.385057,54.914416,93.098771,37.000000,0.589851,1.000000,0.410149,0.000000,1.000000,0.333333,0.893988,0.551949,0.893988,0.283300,1.510622,15.000000,5.000000,19.000000,1.340675,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
30.000000,42.000000,30.000000,27.816918,50.482555,93.098771,42.000000,0.542247,1.000000,0.457753,0.000000,1.000000,0.333333,0.853422,0.617344,0.853422,0.283300,1.470055,16.000000,5.333333,18.666667,0.479114,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
35.000000,47.000000,35.000000,32.169637,46.129836,93.098771,47.000000,0.495494,1.000000,0.504506,0.000000,1.000000,0.333333,0.813580,0.681758,0.813580,0.283300,1.430214,16.000000,5.333333,18.666667,1.116583,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
40.000000,52.000000,40.000000,36.444313,41.855161,93.098771,52.000000,0.449578,1.000000,0.550422,0.000000,1.000000,0.333333,0.774453,0.745302,0.774453,0.283300,1.391086,17.000000,5.666667,18.333333,0.351536,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
45.000000,57.000000,45.000000,40.642039,37.657435,93.098771,57.000000,0.404489,1.000000,0.595511,0.000000,1.000000,0.333333,0.736030,0.808068,0.808068,0.283300,1.424702,16.000000,5.333333,18.666667,1.204772,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
50.000000,62.000000,50.000000,44.763906,33.535568,93.098771,62.000000,0.360215,1.000000,0.639785,0.000000,1.000000,0.333333,0.698301,0.870130,0.870130,0.283300,1.486764,16.000000,5.333333,18.666667,0.211783,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
