n_abus,E_abu_mission_kwh,E_abu_total_kwh,m_abu_batt_kg,m_abu_struct_kg,m_abu_integ_kg,m_rot_hub_kg,m_abu_total_all_kg,P_hover_attach_kw,P_cruise_attach_kw,t_divert_s,divert_distance_mi,E_divert_kwh,t_hover_s,E_hover_kwh,t_hover_descend_s,E_hover_descend_kwh,E_ops_kwh_total,t_loiter_hover_max_s,feasible,margin_kwh,note
1.000000,5.000000,11.000000,67.062948,13.412590,3.353147,8.060826,91.889510,921.258639,272.410633,143.905216,6.000000,10.889253,60.000000,15.354311,20.000000,4.320029,6.000000,0.000000,0.000000,-31.563592,Insufficient ABU mission energy
1.000000,10.000000,16.000000,97.546106,19.509221,4.877305,8.060826,129.993458,937.423442,274.807158,143.905216,6.000000,10.985051,60.000000,15.623724,20.000000,4.395920,6.000000,0.000000,0.000000,-27.004695,Insufficient ABU mission energy
1.000000,15.000000,21.000000,128.029264,25.605853,6.401463,8.060826,168.097405,953.681701,277.225070,143.905216,6.000000,11.081704,60.000000,15.894695,20.000000,4.472251,6.000000,0.000000,0.000000,-22.448649,Insufficient ABU mission energy
1.000000,20.000000,26.000000,158.512422,31.702484,7.925621,8.060826,206.201353,970.032879,279.664369,143.905216,6.000000,11.179212,60.000000,16.167215,20.000000,4.549019,6.000000,0.000000,0.000000,-17.895445,Insufficient ABU mission energy
1.000000,25.000000,31.000000,188.995580,37.799116,9.449779,8.060826,244.305301,986.476452,282.125057,143.905216,6.000000,11.277574,60.000000,16.441274,20.000000,4.626222,6.000000,0.000000,0.000000,-13.345070,Insufficient ABU mission energy
1.000000,30.000000,36.000000,219.478738,43.895748,10.973937,8.060826,282.409248,1003.011905,284.607131,143.905216,6.000000,11.376792,60.000000,16.716865,20.000000,4.703857,6.000000,0.000000,0.000000,-8.797514,Insufficient ABU mission energy
1.000000,35.000000,41.000000,249.961896,49.992379,12.498095,8.060826,320.513196,1019.638728,287.110593,143.905216,6.000000,11.476864,60.000000,16.993979,20.000000,4.781923,6.000000,0.000000,0.000000,-4.252766,Insufficient ABU mission energy
1.000000,40.000000,46.000000,280.445054,56.089011,14.022253,8.060826,358.617143,1036.356423,289.635443,143.905216,6.000000,11.577792,60.000000,17.272607,20.000000,4.860415,6.000000,1.004546,1.000000,0.289185,feasible
1.000000,45.000000,51.000000,310.928212,62.185642,15.546411,8.060826,396.721091,1053.164499,292.181680,143.905216,6.000000,11.679574,60.000000,17.552742,20.000000,4.939334,6.000000,16.504602,1.000000,4.828350,feasible
1.000000,50.000000,56.000000,341.411370,68.282274,17.070569,8.060826,434.825038,1070.062472,294.749305,143.905216,6.000000,11.782212,60.000000,17.834375,20.000000,5.018675,6.000000,31.505692,1.000000,9.364739,feasible
