iteration,mtow_guess_kg,new_mtow_kg,delta_kg,empty_mass_kg,battery_mass_kg,payload_mass_kg,total_energy_converged_kw_hr
0,3175.000000,2719.958487,-455.041513,1702.792913,563.165574,454.000000,92.373233
1,2719.958487,2476.283739,-243.674748,1523.786741,498.496998,454.000000,81.765970
2,2476.283739,2352.071137,-124.212602,1431.275483,466.795654,454.000000,76.566157
3,2352.071137,2290.421576,-61.649561,1384.996650,451.424927,454.000000,74.044974
4,2290.421576,2260.238539,-30.183037,1362.244193,443.994346,454.000000,72.826173
5,2260.238539,2245.561165,-14.677374,1351.156743,440.404422,454.000000,72.237335
6,2245.561165,2238.447553,-7.113612,1345.777422,438.670131,454.000000,71.952868
7,2238.447553,2235.005403,-3.442150,1343.173135,437.832268,454.000000,71.815438
8,2235.005403,2233.341112,-1.664291,1341.913641,437.427471,454.000000,71.749041
9,2233.341112,2232.536727,-0.804385,1341.304829,437.231898,454.000000,71.716962
10,2232.536727,2232.148023,-0.388704,1341.010615,437.137408,454.000000,71.701463
11,2232.148023,2231.960205,-0.187817,1340.868450,437.091755,454.000000,71.693975
12,2231.960205,2231.869458,-0.090747,1340.799760,437.069698,454.000000,71.690357
13,2231.869458,2231.825613,-0.043845,1340.766571,437.059042,454.000000,71.688609
14,2231.825613,2231.804429,-0.021184,1340.750536,437.053893,454.000000,71.687765
15,2231.804429,2231.794194,-0.010235,1340.742789,437.051405,454.000000,71.687357
16,2231.794194,2231.789249,-0.004945,1340.739045,437.050203,454.000000,71.687160
17,2231.789249,2231.786860,-0.002389,1340.737237,437.049623,454.000000,71.687064
18,2231.786860,2231.785705,-0.001154,1340.736363,437.049342,454.000000,71.687018
19,2231.785705,2231.785148,-0.000558,1340.735941,437.049207,454.000000,71.686996
