daily_operation_hr,candidate_name,n_abu_pool,n_abus_per_flight,E_pack_kwh_main,E_pack_kwh_abu,dod_main,dod_abu,soc_start_main,soc_start_abu,soc_target,t_flight_hr,t_takeoff_attach_hr,t_return_abu_hr,t_charge_hr_main,t_charge_hr_abu,t_cycle_nominal_hr,n_flights_nominal_no_abu_limit,n_flights_completed,t_flight_day_hr,t_slack_hr,t_wait_abu_day_hr,abu_utilization_avg
8.000000,after_accel_climb,1.000000,1.000000,76.308395,21.000000,0.793505,0.892719,0.206495,0.107281,1.000000,0.341667,0.065000,0.142271,0.900126,0.313453,1.525093,5.000000,6.000000,2.050000,0.000000,0.000000,0.390543
