daily_operation_hr,n_takeoff_abu_pool,n_cruise_abu_pool,E_abu_mission_cruise_per_abu_kwh,E_pack_kwh_main,E_mission_kwh_main,dod_main,soc_start_main,soc_target,soc_cc_end,E_abu_used_takeoff_total_kwh,E_ops_takeoff_per_abu_kwh,E_pack_takeoff_abu_per_abu_kwh,soc_start_abu_takeoff,dod_abu_takeoff,t_takeoff_attach_hr,t_return_takeoff_abu_hr,E_abu_used_cruise_total_kwh,E_saved_kwh_cruise,E_ops_cruise_per_abu_kwh,E_pack_cruise_abu_per_abu_kwh,soc_start_abu_cruise,dod_abu_cruise,t_cruise_attach_hr,t_cruise_attach_start_hr,t_return_cruise_abu_hr,t_flight_hr,t_charge_hr_main,t_charge_hr_takeoff_abu,t_charge_hr_cruise_abu,t_cycle_nominal_hr,n_flights_nominal_no_abu_limit,n_flights_completed,t_flight_day_hr,t_slack_hr,t_wait_takeoff_abu_day_hr,t_wait_cruise_abu_day_hr,abu_utilization_avg_takeoff,abu_utilization_avg_cruise,abu_bottleneck_takeoff_flag,abu_bottleneck_cruise_flag,P_cc_kw_main,P_cc_kw_takeoff_abu,P_cc_kw_cruise_abu,charger_limit_indicator_flag_main,charger_limit_indicator_flag_takeoff_abu,charger_limit_indicator_flag_cruise_abu
8.000000,1.000000,1.000000,5.000000,121.433291,101.269341,0.833950,0.166050,1.000000,0.800000,8.618541,6.000000,21.000000,0.303879,0.696121,0.039167,0.075380,5.000000,4.815690,12.000000,17.000000,0.000000,1.000000,0.016525,0.039167,0.832436,0.433333,1.384912,0.275663,0.276800,2.101545,3.000000,4.000000,1.733333,0.000000,0.000000,0.000000,0.195105,0.582464,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
8.000000,1.000000,1.000000,10.000000,121.433291,96.543716,0.795035,0.204965,1.000000,0.800000,8.618541,6.000000,21.000000,0.303879,0.696121,0.039167,0.075380,10.000000,9.541315,12.000000,22.000000,0.000000,1.000000,0.032740,0.039167,0.796167,0.433333,1.341657,0.275663,0.348178,2.058290,3.000000,4.000000,1.733333,0.000000,0.000000,0.000000,0.195105,0.608126,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
8.000000,1.000000,1.000000,15.000000,121.433291,91.906650,0.756849,0.243151,1.000000,0.800000,8.618541,6.000000,21.000000,0.303879,0.696121,0.039167,0.075380,15.000000,14.178381,12.000000,27.000000,0.000000,1.000000,0.048652,0.039167,0.760578,0.433333,1.299212,0.275663,0.417592,2.015845,3.000000,4.000000,1.733333,0.000000,0.000000,0.000000,0.195105,0.632994,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
8.000000,1.000000,1.000000,20.000000,121.433291,87.356654,0.719380,0.280620,1.000000,0.800000,8.618541,6.000000,21.000000,0.303879,0.696121,0.039167,0.075380,20.000000,18.728376,12.000000,32.000000,0.000000,1.000000,0.064265,0.039167,0.725657,0.433333,1.257565,0.275663,0.485428,1.974198,4.000000,4.000000,1.733333,0.103209,0.000000,0.000000,0.195105,0.657259,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
8.000000,1.000000,1.000000,25.000000,121.433291,82.892261,0.682616,0.317384,1.000000,0.800000,8.618541,6.000000,21.000000,0.303879,0.696121,0.039167,0.075380,25.000000,23.192770,12.000000,37.000000,0.000000,1.000000,0.079584,0.039167,0.691394,0.433333,1.216701,0.275663,0.551949,1.933334,4.000000,4.000000,1.733333,0.266665,0.000000,0.000000,0.195105,0.681047,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
8.000000,1.000000,1.000000,30.000000,121.433291,78.512020,0.646544,0.353456,1.000000,0.800000,8.618541,6.000000,21.000000,0.303879,0.696121,0.039167,0.075380,30.000000,27.573011,12.000000,42.000000,0.000000,1.000000,0.094614,0.039167,0.657776,0.433333,1.176607,0.275663,0.617344,1.893240,4.000000,4.000000,1.733333,0.427040,0.000000,0.000000,0.195105,0.704450,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
8.000000,1.000000,1.000000,35.000000,121.433291,74.214500,0.611154,0.388846,1.000000,0.800000,8.618541,6.000000,21.000000,0.303879,0.696121,0.039167,0.075380,35.000000,31.870531,12.000000,47.000000,0.000000,1.000000,0.109361,0.039167,0.624792,0.433333,1.137270,0.275663,0.681758,1.853904,4.000000,5.000000,2.166667,0.000000,0.000000,0.000000,0.243881,0.909424,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
8.000000,1.000000,1.000000,40.000000,121.433291,69.998288,0.576434,0.423566,1.000000,0.800000,8.618541,6.000000,21.000000,0.303879,0.696121,0.039167,0.075380,40.000000,36.086743,12.000000,52.000000,0.000000,1.000000,0.123829,0.039167,0.592433,0.433333,1.098678,0.275663,0.745302,1.815311,4.000000,5.000000,2.166667,0.000000,0.000000,0.000000,0.243881,0.937957,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
8.000000,1.000000,1.000000,45.000000,121.433291,65.861991,0.542372,0.457628,1.000000,0.800000,8.618541,6.000000,21.000000,0.303879,0.696121,0.039167,0.075380,45.000000,40.223040,12.000000,57.000000,0.000000,1.000000,0.138022,0.039167,0.560687,0.433333,1.060817,0.275663,0.808068,1.777450,4.000000,5.000000,2.166667,0.000000,0.000000,0.000000,0.243881,0.966215,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
8.000000,1.000000,1.000000,50.000000,121.433291,61.804236,0.508956,0.491044,1.000000,0.800000,8.618541,6.000000,21.000000,0.303879,0.696121,0.039167,0.075380,50.000000,44.280795,12.000000,62.000000,0.000000,1.000000,0.151946,0.039167,0.529544,0.433333,1.023675,0.275663,0.870130,1.740308,4.000000,5.000000,2.166667,0.000000,0.000000,0.000000,0.243881,0.994242,0.000000,0.000000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
