E_mission_kwh,E_pack_kwh,dod,soc_start,soc_target,soc_cc_end,t_flight_hr,t_charge_hr,t_cc_hr,t_cv_hr,t_ground_ops_hr,t_cycle_hr,n_feasible_flights,t_flight_day_hr,t_downtime_day_hr,t_slack_hr,charger_ac_kw,eta_charger_dc,c_rate_max,v_pack_nom_v,i_term_c,P_dc_kw,P_cc_cap_kw,P_cc_kw,I_cc_A,I_term_A,charger_limit_indicator_flag
63.493263,63.493263,0.817686,0.182314,1.000000,0.800000,0.347500,0.782582,0.358983,0.423599,0.283300,1.413382,16.000000,5.560000,18.440000,1.385893,115.000000,0.950000,5.000000,800.000000,0.050000,109.250000,317.466317,109.250000,136.562500,3.968329,charger_limited
