Depart Taxi,Hover Climb,Transition Climb,Depart Procedures,Accelerate Climb,Cruise,Decelerate Descend,Arrive Procedures,Transition Descend,Hover Descend,Arrive Taxi,Reserve Hover Climb,Reserve Transition Climb,Reserve Accelerate Climb,Reserve Cruise,Reserve Decelerate Descend,Reserve Transition Descend,Reserve Hover Descend
0.3761762440087147,467.80755653136305,306.6580477268194,106.35345035653224,123.43681470638053,168.8599932342172,76.37092037086857,106.35345035653224,57.203504807429475,461.04954067079655,0.3761762440087147,467.80755653136305,306.6580477268194,238.1856605055339,168.8599932342172,8.377776496802532,57.71415840220071,461.04954067079655
