E_abu_mission_kwh_per_abu,E_abu_total_kwh_per_abu,E_abu_used_kwh,E_saved_kwh,E_mission_kwh_main,E_pack_kwh_main,E_pack_kwh_abu,dod_main,dod_abu,soc_start_main,soc_start_abu,soc_target,t_flight_hr,t_charge_hr_main,t_charge_hr_abu,t_charge_hr_total,t_ground_ops_hr,t_cycle_hr,n_feasible_flights,t_flight_day_hr,t_downtime_day_hr,t_slack_hr,charger_ac_kw,eta_charger_dc,c_rate_max,v_pack_nom_v_main,v_pack_nom_v_abu,P_cc_kw_main,P_cc_kw_abu,charger_limit_indicator_flag_main,charger_limit_indicator_flag_abu
5.000000,17.000000,5.000000,4.809252,105.872234,126.438390,17.000000,0.837342,1.000000,0.162658,0.000000,1.000000,0.447500,1.437718,0.276800,1.437718,0.283300,2.168518,11.000000,4.922500,19.077500,0.146299,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
10.000000,22.000000,10.000000,9.523781,101.157706,126.438390,22.000000,0.800055,1.000000,0.199945,0.000000,1.000000,0.447500,1.394565,0.348178,1.394565,0.283300,2.125365,11.000000,4.922500,19.077500,0.620989,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
15.000000,27.000000,15.000000,14.147404,96.534083,126.438390,27.000000,0.763487,1.000000,0.236513,0.000000,1.000000,0.447500,1.352243,0.417592,1.352243,0.283300,2.083043,11.000000,4.922500,19.077500,1.086525,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
20.000000,32.000000,20.000000,18.681023,92.000464,126.438390,32.000000,0.727631,1.000000,0.272369,0.000000,1.000000,0.447500,1.310746,0.485428,1.310746,0.283300,2.041546,11.000000,4.922500,19.077500,1.542999,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
25.000000,37.000000,25.000000,23.126222,87.555265,126.438390,37.000000,0.692474,1.000000,0.307526,0.000000,1.000000,0.447500,1.270057,0.551949,1.270057,0.283300,2.000857,11.000000,4.922500,19.077500,1.990571,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
30.000000,42.000000,30.000000,27.484571,83.196916,126.438390,42.000000,0.658004,1.000000,0.341996,0.000000,1.000000,0.447500,1.230164,0.617344,1.230164,0.283300,1.960964,12.000000,5.370000,18.630000,0.468434,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
35.000000,47.000000,35.000000,31.757617,78.923870,126.438390,47.000000,0.624208,1.000000,0.375792,0.000000,1.000000,0.447500,1.191051,0.681758,1.191051,0.283300,1.921851,12.000000,5.370000,18.630000,0.937785,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
40.000000,52.000000,40.000000,35.946885,74.734602,126.438390,52.000000,0.591075,1.000000,0.408925,0.000000,1.000000,0.447500,1.152706,0.745302,1.152706,0.283300,1.883506,12.000000,5.370000,18.630000,1.397933,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
45.000000,57.000000,45.000000,40.053877,70.627610,126.438390,57.000000,0.558593,1.000000,0.441407,0.000000,1.000000,0.447500,1.115113,0.808068,1.115113,0.283300,1.845913,13.000000,5.817500,18.182500,0.003131,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
50.000000,62.000000,50.000000,44.080074,66.601413,126.438390,62.000000,0.526750,1.000000,0.473250,0.000000,1.000000,0.447500,1.078260,0.870130,1.078260,0.283300,1.809060,13.000000,5.817500,18.182500,0.482221,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
