candidate_name,E_abu_mission_cruise_per_abu_kwh,E_pack_kwh_main,E_mission_kwh_main,dod_main,soc_start_main,soc_target,soc_cc_end,n_abus_takeoff,E_abu_used_takeoff_total_kwh,E_ops_takeoff_per_abu_kwh,E_pack_takeoff_abu_per_abu_kwh,soc_start_abu_takeoff,dod_abu_takeoff,n_abus_cruise,E_abu_used_cruise_total_kwh,E_saved_kwh_cruise,E_ops_cruise_per_abu_kwh,E_pack_cruise_abu_per_abu_kwh,soc_start_abu_cruise,dod_abu_cruise,t_flight_hr,t_overlap_hr_takeoff_abu,t_overlap_hr_cruise_abu,t_charge_hr_main,t_charge_hr_takeoff_abu_raw,t_charge_hr_cruise_abu_raw,t_charge_hr_takeoff_abu_net,t_charge_hr_cruise_abu_net,t_charge_hr_total,t_ground_ops_hr,t_takeoff_abu_return_hr,t_cruise_abu_return_hr,t_cycle_hr,n_feasible_flights,t_flight_day_hr,t_downtime_day_hr,t_slack_hr,charger_ac_kw,eta_charger_dc,c_rate_max,v_pack_nom_v_main,v_pack_nom_v_abu,i_term_c,P_cc_kw_main,P_cc_kw_takeoff_abu,P_cc_kw_cruise_abu,charger_limit_indicator_flag_main,charger_limit_indicator_flag_takeoff_abu,charger_limit_indicator_flag_cruise_abu
after_accel_climb,5.000000,54.933890,34.368466,0.625633,0.374367,1.000000,0.800000,1.000000,13.342670,6.000000,21.000000,0.078920,0.921080,1.000000,5.000000,4.808520,12.000000,17.000000,0.000000,1.000000,0.247500,0.182500,0.165510,0.593980,0.318905,0.276800,0.186405,0.161290,0.593980,0.283300,0.050000,0.050000,1.124780,21.000000,5.197500,18.802500,0.379629,115.000000,0.950000,20.000000,800.000000,400.000000,0.050000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
after_accel_climb,10.000000,54.933890,29.653110,0.539796,0.460204,1.000000,0.800000,1.000000,13.342670,6.000000,21.000000,0.078920,0.921080,1.000000,10.000000,9.523876,12.000000,22.000000,0.000000,1.000000,0.247500,0.182500,0.148850,0.550818,0.318905,0.348178,0.186405,0.249328,0.550818,0.283300,0.050000,0.050000,1.081618,22.000000,5.445000,18.555000,0.204395,115.000000,0.950000,20.000000,800.000000,400.000000,0.050000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
after_accel_climb,15.000000,54.933890,25.029299,0.455626,0.544374,1.000000,0.800000,1.000000,13.342670,6.000000,21.000000,0.078920,0.921080,1.000000,15.000000,14.147687,12.000000,27.000000,0.000000,1.000000,0.247500,0.182500,0.132512,0.508495,0.318905,0.417592,0.186405,0.335079,0.508495,0.283300,0.050000,0.050000,1.039295,23.000000,5.692500,18.307500,0.096210,115.000000,0.950000,20.000000,800.000000,400.000000,0.050000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
after_accel_climb,20.000000,54.933890,20.495438,0.373093,0.626907,1.000000,0.800000,1.000000,13.342670,6.000000,21.000000,0.078920,0.921080,1.000000,20.000000,18.681548,12.000000,32.000000,0.000000,1.000000,0.247500,0.182500,0.116493,0.466995,0.318905,0.485428,0.186405,0.418935,0.466995,0.283300,0.050000,0.050000,0.997795,24.000000,5.940000,18.060000,0.052912,115.000000,0.950000,20.000000,800.000000,400.000000,0.050000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
after_accel_climb,25.000000,54.933890,16.049950,0.292168,0.707832,1.000000,0.800000,1.000000,13.342670,6.000000,21.000000,0.078920,0.921080,1.000000,25.000000,23.127036,12.000000,37.000000,0.000000,1.000000,0.247500,0.182500,0.100786,0.426304,0.318905,0.551949,0.186405,0.501163,0.501163,0.283300,0.050000,0.050000,1.031963,23.000000,5.692500,18.307500,0.264854,115.000000,0.950000,20.000000,800.000000,400.000000,0.050000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
after_accel_climb,30.000000,54.933890,11.691282,0.212825,0.787175,1.000000,0.800000,1.000000,13.342670,6.000000,21.000000,0.078920,0.921080,1.000000,30.000000,27.485704,12.000000,42.000000,0.000000,1.000000,0.247500,0.182500,0.085386,0.386408,0.318905,0.617344,0.186405,0.581958,0.581958,0.283300,0.050000,0.050000,1.112758,21.000000,5.197500,18.802500,0.632072,115.000000,0.950000,20.000000,800.000000,400.000000,0.050000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
after_accel_climb,35.000000,54.933890,7.417899,0.135033,0.864967,1.000000,0.800000,1.000000,13.342670,6.000000,21.000000,0.078920,0.921080,1.000000,35.000000,31.759087,12.000000,47.000000,0.000000,1.000000,0.247500,0.182500,0.070287,0.256536,0.318905,0.681758,0.186405,0.661471,0.661471,0.283300,0.050000,0.050000,1.192271,20.000000,4.950000,19.050000,0.154579,115.000000,0.950000,20.000000,800.000000,400.000000,0.050000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
after_accel_climb,40.000000,54.933890,5.921613,0.107795,0.892205,1.000000,0.800000,1.000000,13.342670,6.000000,21.000000,0.078920,0.921080,1.000000,37.003148,33.255373,12.000000,52.000000,0.057632,0.942368,0.247500,0.182500,0.065000,0.204789,0.318905,0.717871,0.186405,0.702871,0.702871,0.283300,0.050000,0.050000,1.233671,19.000000,4.702500,19.297500,0.560246,115.000000,0.950000,20.000000,800.000000,400.000000,0.050000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
after_accel_climb,45.000000,54.933890,5.921613,0.107795,0.892205,1.000000,0.800000,1.000000,13.342670,6.000000,21.000000,0.078920,0.921080,1.000000,37.359971,33.255373,12.000000,57.000000,0.134036,0.865964,0.247500,0.182500,0.065000,0.204789,0.318905,0.738137,0.186405,0.723137,0.723137,0.283300,0.050000,0.050000,1.253937,19.000000,4.702500,19.297500,0.175201,115.000000,0.950000,20.000000,800.000000,400.000000,0.050000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
after_accel_climb,50.000000,54.933890,5.921613,0.107795,0.892205,1.000000,0.800000,1.000000,13.342670,6.000000,21.000000,0.078920,0.921080,1.000000,37.719446,33.255373,12.000000,62.000000,0.198073,0.801927,0.247500,0.182500,0.065000,0.204789,0.318905,0.757722,0.186405,0.742722,0.742722,0.283300,0.050000,0.050000,1.273522,18.000000,4.455000,19.545000,1.076597,115.000000,0.950000,20.000000,800.000000,400.000000,0.050000,109.250000,109.250000,109.250000,charger_limited,charger_limited,charger_limited
