E_mission_kwh,E_pack_kwh,dod,soc_start,soc_target,soc_cc_end,t_flight_hr,t_charge_hr,t_cc_hr,t_cv_hr,t_ground_ops_hr,t_cycle_hr,n_feasible_flights,t_flight_day_hr,t_downtime_day_hr,t_slack_hr,charger_ac_kw,eta_charger_dc,c_rate_max,v_pack_nom_v,i_term_c,P_dc_kw,P_cc_cap_kw,P_cc_kw,I_cc_A,I_term_A,charger_limit_indicator_flag
57.927780,57.927780,0.795178,0.204822,1.000000,0.800000,0.306667,0.711033,0.315582,0.395450,0.283300,1.300999,18.000000,5.520000,18.480000,0.582014,115.000000,0.950000,5.000000,800.000000,0.050000,109.250000,289.638899,109.250000,136.562500,3.620486,charger_limited
