name,E_abu_mission_total_kwh,E_abu_ops_total_kwh,E_abu_used_kwh,batt_mass_offloaded_kg,baseline_batt_mass_kg,main_batt_new_kg,MTOW_attached_kg,MTOW_detached_kg,feasible_ops,baseline_total_mission_kwh,aircraft_total_kwh_after,total_system_kwh_after
after_accel_climb,15.000000,6.000000,13.407693,81.741764,426.287935,344.546171,3560.627418,3268.258236,True,69.921879,56.117239,75.524932
