daily_operation_hr,E_mission_kwh,E_pack_kwh,dod,soc_start,soc_target,soc_cc_end,t_flight_hr,t_charge_hr,t_cc_hr,t_cv_hr,t_ground_ops_hr,t_cycle_hr,n_feasible_flights,t_flight_day_hr,t_downtime_day_hr,t_slack_hr,charger_ac_kw,eta_charger_dc,c_rate_max,v_pack_nom_v,i_term_c,P_dc_kw,P_cc_cap_kw,P_cc_kw,I_cc_A,I_term_A,charger_limit_indicator_flag
8.000000,68.642488,68.642488,0.770412,0.229588,1.000000,0.800000,0.247500,0.807344,0.358394,0.448950,0.283300,1.338144,5.000000,1.237500,6.762500,1.309282,115.000000,0.950000,5.000000,800.000000,0.050000,109.250000,343.212441,109.250000,136.562500,4.290156,charger_limited
