E_abu_mission_kwh_per_abu,E_abu_total_kwh_per_abu,E_abu_used_kwh,E_saved_kwh,E_mission_kwh_main,E_pack_kwh_main,E_pack_kwh_abu,dod_main,dod_abu,soc_start_main,soc_start_abu,soc_target,t_flight_hr,t_charge_hr_main,t_charge_hr_abu,t_charge_hr_total,t_ground_ops_hr,t_cycle_hr,n_feasible_flights,t_flight_day_hr,t_downtime_day_hr,t_slack_hr,charger_ac_kw,eta_charger_dc,c_rate_max,v_pack_nom_v_main,v_pack_nom_v_abu,P_cc_kw_main,P_cc_kw_abu,charger_limit_indicator_flag_main,charger_limit_indicator_flag_abu
5.000000,17.000000,5.000000,4.807522,49.162498,69.921879,17.000000,0.703106,1.000000,0.296894,0.000000,1.000000,0.247500,0.777149,0.276800,0.777149,0.283300,1.307949,18.000000,4.455000,19.545000,0.456924,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
10.000000,22.000000,10.000000,9.519544,44.450477,69.921879,22.000000,0.635716,1.000000,0.364284,0.000000,1.000000,0.247500,0.734018,0.348178,0.734018,0.283300,1.264818,18.000000,4.455000,19.545000,1.233275,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
15.000000,27.000000,15.000000,14.139962,39.830058,69.921879,27.000000,0.569637,1.000000,0.430363,0.000000,1.000000,0.247500,0.691726,0.417592,0.691726,0.283300,1.222526,19.000000,4.702500,19.297500,0.772008,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
20.000000,32.000000,20.000000,18.669730,35.300291,69.921879,32.000000,0.504853,1.000000,0.495147,0.000000,1.000000,0.247500,0.650263,0.485428,0.650263,0.283300,1.181063,20.000000,4.950000,19.050000,0.378730,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
25.000000,37.000000,25.000000,23.110483,30.859537,69.921879,37.000000,0.441343,1.000000,0.558657,0.000000,1.000000,0.247500,0.609616,0.551949,0.609616,0.283300,1.140416,21.000000,5.197500,18.802500,0.051267,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
30.000000,42.000000,30.000000,27.463844,26.506177,69.921879,42.000000,0.379083,1.000000,0.620917,0.000000,1.000000,0.247500,0.569768,0.617344,0.617344,0.283300,1.148144,20.000000,4.950000,19.050000,1.037115,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
35.000000,47.000000,35.000000,31.731406,22.238614,69.921879,47.000000,0.318049,1.000000,0.681951,0.000000,1.000000,0.247500,0.530706,0.681758,0.681758,0.283300,1.212558,19.000000,4.702500,19.297500,0.961401,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
40.000000,52.000000,38.903789,34.930488,19.039532,69.921879,52.000000,0.272297,0.978919,0.727703,0.021081,1.000000,0.247500,0.501424,0.735268,0.735268,0.283300,1.266068,18.000000,4.455000,19.545000,1.210768,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
45.000000,57.000000,39.281680,34.930488,19.039532,69.921879,57.000000,0.272297,0.899679,0.727703,0.100321,1.000000,0.247500,0.501424,0.755727,0.755727,0.283300,1.286527,18.000000,4.455000,19.545000,0.842517,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
50.000000,62.000000,39.662287,34.930488,19.039532,69.921879,62.000000,0.272297,0.833263,0.727703,0.166737,1.000000,0.247500,0.501424,0.775506,0.775506,0.283300,1.306306,18.000000,4.455000,19.545000,0.486495,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
