iteration,mtow_guess_kg,new_mtow_kg,delta_kg,empty_mass_kg,battery_mass_kg,payload_mass_kg,total_energy_converged_kw_hr
0,3350.000000,2884.132465,-465.867535,2011.675804,418.456661,454.000000,68.637354
1,2884.132465,2615.729930,-268.402535,1805.686113,356.043817,454.000000,58.400087
2,2615.729930,2469.194309,-146.535620,1690.597915,324.596395,454.000000,53.241924
3,2469.194309,2391.143629,-78.050680,1628.839326,308.304304,454.000000,50.569613
4,2391.143629,2350.126790,-41.016840,1596.246575,299.880215,454.000000,49.187852
5,2350.126790,2328.725537,-21.401252,1579.201466,295.524071,454.000000,48.473336
6,2328.725537,2317.600917,-11.124620,1570.330339,293.270578,454.000000,48.103707
7,2317.600917,2311.829518,-5.771398,1565.725073,292.104445,454.000000,47.912432
8,2311.829518,2308.838389,-2.991130,1563.337510,291.500879,454.000000,47.813432
9,2308.838389,2307.289000,-1.549389,1562.100550,291.188451,454.000000,47.762186
10,2307.289000,2306.486645,-0.802355,1561.459928,291.026717,454.000000,47.735657
11,2306.486645,2306.071202,-0.415443,1561.128211,290.942990,454.000000,47.721924
12,2306.071202,2305.856109,-0.215092,1560.956464,290.899645,454.000000,47.714814
13,2305.856109,2305.744751,-0.111358,1560.867545,290.877206,454.000000,47.711134
14,2305.744751,2305.687100,-0.057651,1560.821511,290.865589,454.000000,47.709228
15,2305.687100,2305.657253,-0.029846,1560.797678,290.859575,454.000000,47.708242
16,2305.657253,2305.641802,-0.015452,1560.785340,290.856462,454.000000,47.707731
17,2305.641802,2305.633802,-0.007999,1560.778952,290.854850,454.000000,47.707467
18,2305.633802,2305.629661,-0.004141,1560.775646,290.854015,454.000000,47.707330
19,2305.629661,2305.627517,-0.002144,1560.773934,290.853583,454.000000,47.707259
20,2305.627517,2305.626407,-0.001110,1560.773047,290.853360,454.000000,47.707222
21,2305.626407,2305.625833,-0.000575,1560.772589,290.853244,454.000000,47.707203
