n_abu_pool,E_abu_mission_kwh_per_abu,E_abu_total_kwh_per_abu,E_abu_used_kwh_total,E_saved_kwh,E_mission_kwh_main,E_pack_kwh_main,E_pack_kwh_abu,dod_main,dod_abu,soc_start_main,soc_start_abu,soc_target,t_flight_hr,t_attached_hr,t_return_cruise_abu_hr,t_charge_hr_main,t_charge_hr_abu,t_cycle_nominal_hr,n_flights_nominal_no_abu_limit,n_flights_completed,t_flight_day_hr,t_slack_hr,t_wait_abu_day_hr,abu_utilization_avg,abu_bottleneck_flag,P_cc_kw_main,P_cc_kw_abu,charger_limit_indicator_flag_main,charger_limit_indicator_flag_abu
1.000000,5.000000,17.000000,5.000000,4.663749,62.969530,79.127803,17.000000,0.795795,1.000000,0.204205,0.000000,1.000000,0.447500,0.028196,0.789346,0.930263,0.276800,1.661063,14.000000,15.000000,6.712500,0.000000,0.000000,0.724589,0.000000,109.250000,109.250000,charger_limited,charger_limited
1.000000,10.000000,22.000000,10.000000,9.162466,58.470814,79.127803,22.000000,0.738941,1.000000,0.261059,0.000000,1.000000,0.447500,0.055395,0.728512,0.889085,0.348178,1.619885,14.000000,15.000000,6.712500,0.000000,0.000000,0.748178,0.000000,109.250000,109.250000,charger_limited,charger_limited
1.000000,15.000000,27.000000,15.000000,13.506416,54.126864,79.127803,27.000000,0.684044,1.000000,0.315956,0.000000,1.000000,0.447500,0.081658,0.669771,0.849323,0.417592,1.580123,15.000000,15.000000,6.712500,0.298150,0.000000,0.771263,0.000000,109.250000,109.250000,charger_limited,charger_limited
1.000000,20.000000,32.000000,20.000000,17.699164,49.934116,79.127803,32.000000,0.631057,1.000000,0.368943,0.000000,1.000000,0.447500,0.107007,0.613074,0.810946,0.485428,1.541746,15.000000,16.000000,7.160000,0.000000,0.000000,0.847006,0.000000,109.250000,109.250000,charger_limited,charger_limited
1.000000,25.000000,37.000000,25.000000,21.745700,45.887580,79.127803,37.000000,0.579917,1.000000,0.420083,0.000000,1.000000,0.447500,0.131472,0.558354,0.773907,0.551949,1.504707,15.000000,16.000000,7.160000,0.000000,0.000000,0.871183,0.000000,109.250000,109.250000,charger_limited,charger_limited
1.000000,30.000000,42.000000,30.000000,25.650881,41.982398,79.127803,42.000000,0.530564,1.000000,0.469436,0.000000,1.000000,0.447500,0.155082,0.505546,0.738161,0.617344,1.468961,16.000000,17.000000,7.607500,0.000000,0.000000,0.951272,0.000000,109.250000,109.250000,charger_limited,charger_limited
1.000000,35.000000,47.000000,35.000000,29.419417,38.213863,79.127803,47.000000,0.482939,1.000000,0.517061,0.000000,1.000000,0.447500,0.177866,0.454586,0.703667,0.681758,1.434467,16.000000,17.000000,7.607500,0.000000,0.000000,0.976940,0.000000,109.250000,109.250000,charger_limited,charger_limited
1.000000,40.000000,52.000000,40.000000,33.055868,34.577412,79.127803,52.000000,0.436982,1.000000,0.563018,0.000000,1.000000,0.447500,0.199851,0.405411,0.670381,0.745302,1.401181,17.000000,17.000000,7.607500,0.000000,0.230146,1.002692,0.000000,109.250000,109.250000,charger_limited,charger_limited
1.000000,45.000000,57.000000,45.000000,36.564649,31.068630,79.127803,57.000000,0.392639,1.000000,0.607361,0.000000,1.000000,0.447500,0.221065,0.357964,0.638264,0.808068,1.369064,17.000000,17.000000,7.607500,0.000000,1.328527,1.028569,0.000000,109.250000,109.250000,charger_limited,charger_limited
1.000000,50.000000,62.000000,50.000000,39.950037,27.683242,79.127803,62.000000,0.349855,1.000000,0.650145,0.000000,1.000000,0.447500,0.241533,0.312184,0.607276,0.870130,1.338076,17.000000,16.000000,7.160000,0.329216,2.261560,0.992565,1.000000,109.250000,109.250000,charger_limited,charger_limited
2.000000,5.000000,17.000000,5.000000,4.663749,62.969530,79.127803,17.000000,0.795795,1.000000,0.204205,0.000000,1.000000,0.447500,0.028196,0.789346,0.930263,0.276800,1.661063,14.000000,15.000000,6.712500,0.000000,0.000000,0.362295,0.000000,109.250000,109.250000,charger_limited,charger_limited
2.000000,10.000000,22.000000,10.000000,9.162466,58.470814,79.127803,22.000000,0.738941,1.000000,0.261059,0.000000,1.000000,0.447500,0.055395,0.728512,0.889085,0.348178,1.619885,14.000000,15.000000,6.712500,0.000000,0.000000,0.374089,0.000000,109.250000,109.250000,charger_limited,charger_limited
2.000000,15.000000,27.000000,15.000000,13.506416,54.126864,79.127803,27.000000,0.684044,1.000000,0.315956,0.000000,1.000000,0.447500,0.081658,0.669771,0.849323,0.417592,1.580123,15.000000,15.000000,6.712500,0.298150,0.000000,0.385631,0.000000,109.250000,109.250000,charger_limited,charger_limited
2.000000,20.000000,32.000000,20.000000,17.699164,49.934116,79.127803,32.000000,0.631057,1.000000,0.368943,0.000000,1.000000,0.447500,0.107007,0.613074,0.810946,0.485428,1.541746,15.000000,16.000000,7.160000,0.000000,0.000000,0.423503,0.000000,109.250000,109.250000,charger_limited,charger_limited
2.000000,25.000000,37.000000,25.000000,21.745700,45.887580,79.127803,37.000000,0.579917,1.000000,0.420083,0.000000,1.000000,0.447500,0.131472,0.558354,0.773907,0.551949,1.504707,15.000000,16.000000,7.160000,0.000000,0.000000,0.435592,0.000000,109.250000,109.250000,charger_limited,charger_limited
2.000000,30.000000,42.000000,30.000000,25.650881,41.982398,79.127803,42.000000,0.530564,1.000000,0.469436,0.000000,1.000000,0.447500,0.155082,0.505546,0.738161,0.617344,1.468961,16.000000,17.000000,7.607500,0.000000,0.000000,0.475636,0.000000,109.250000,109.250000,charger_limited,charger_limited
2.000000,35.000000,47.000000,35.000000,29.419417,38.213863,79.127803,47.000000,0.482939,1.000000,0.517061,0.000000,1.000000,0.447500,0.177866,0.454586,0.703667,0.681758,1.434467,16.000000,17.000000,7.607500,0.000000,0.000000,0.488470,0.000000,109.250000,109.250000,charger_limited,charger_limited
2.000000,40.000000,52.000000,40.000000,33.055868,34.577412,79.127803,52.000000,0.436982,1.000000,0.563018,0.000000,1.000000,0.447500,0.199851,0.405411,0.670381,0.745302,1.401181,17.000000,17.000000,7.607500,0.179923,0.000000,0.501346,0.000000,109.250000,109.250000,charger_limited,charger_limited
2.000000,45.000000,57.000000,45.000000,36.564649,31.068630,79.127803,57.000000,0.392639,1.000000,0.607361,0.000000,1.000000,0.447500,0.221065,0.357964,0.638264,0.808068,1.369064,17.000000,18.000000,8.055000,0.000000,0.000000,0.544536,0.000000,109.250000,109.250000,charger_limited,charger_limited
2.000000,50.000000,62.000000,50.000000,39.950037,27.683242,79.127803,62.000000,0.349855,1.000000,0.650145,0.000000,1.000000,0.447500,0.241533,0.312184,0.607276,0.870130,1.338076,17.000000,18.000000,8.055000,0.000000,0.000000,0.558318,0.000000,109.250000,109.250000,charger_limited,charger_limited
