divert_distance_mi,t_hover_s,t_hover_descend_s,tol,max_iter,baseline_mtow_kg,mtow_converged_kg,delta_battery_mass_converged_kg,baseline_converged_total_mission_kwh,total_required_kwh,divert_required_kwh,P_hover_kw,P_cruise_kw,t_divert_s,E_hover_loiter_kwh,E_divert_cruise_kwh,E_hover_descend_kwh,n_iterations,note
6.000000,60.000000,20.000000,0.001000,100,3350.000000,3515.348458,165.348458,75.439915,102.561196,27.121281,699.689863,307.556777,143.905216,11.661498,12.294173,3.165610,6,
