E_abu_mission_kwh_per_abu,E_abu_total_kwh_per_abu,E_abu_used_kwh,E_saved_kwh,E_mission_kwh_main,E_pack_kwh_main,E_pack_kwh_abu,dod_main,dod_abu,soc_start_main,soc_start_abu,soc_target,t_flight_hr,t_charge_hr_main,t_charge_hr_abu,t_charge_hr_total,t_ground_ops_hr,t_cycle_hr,n_feasible_flights,t_flight_day_hr,t_downtime_day_hr,t_slack_hr,charger_ac_kw,eta_charger_dc,c_rate_max,v_pack_nom_v_main,v_pack_nom_v_abu,P_cc_kw_main,P_cc_kw_abu,charger_limit_indicator_flag_main,charger_limit_indicator_flag_abu
5.000000,17.000000,5.000000,4.816120,51.820133,71.979377,17.000000,0.719930,1.000000,0.280070,0.000000,1.000000,0.233333,0.807606,0.276800,0.807606,0.283300,1.324239,18.000000,4.200000,19.800000,0.163692,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
10.000000,22.000000,10.000000,9.540571,47.095682,71.979377,22.000000,0.654294,1.000000,0.345706,0.000000,1.000000,0.233333,0.764362,0.348178,0.764362,0.283300,1.280995,18.000000,4.200000,19.800000,0.942091,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
15.000000,27.000000,15.000000,14.176934,42.459319,71.979377,27.000000,0.589882,1.000000,0.410118,0.000000,1.000000,0.233333,0.721924,0.417592,0.721924,0.283300,1.238557,19.000000,4.433333,19.566667,0.467420,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
20.000000,32.000000,20.000000,18.726042,37.910211,71.979377,32.000000,0.526682,1.000000,0.473318,0.000000,1.000000,0.233333,0.680284,0.485428,0.680284,0.283300,1.196917,20.000000,4.666667,19.333333,0.061652,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
25.000000,37.000000,25.000000,23.189372,33.446881,71.979377,37.000000,0.464673,1.000000,0.535327,0.000000,1.000000,0.233333,0.639430,0.551949,0.639430,0.283300,1.156063,20.000000,4.666667,19.333333,0.878737,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
30.000000,42.000000,30.000000,27.568389,29.067864,71.979377,42.000000,0.403836,1.000000,0.596164,0.000000,1.000000,0.233333,0.599347,0.617344,0.617344,0.283300,1.133978,21.000000,4.900000,19.100000,0.186471,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
35.000000,47.000000,35.000000,31.864539,24.771714,71.979377,47.000000,0.344150,1.000000,0.655850,0.000000,1.000000,0.233333,0.560023,0.681758,0.681758,0.283300,1.198391,20.000000,4.666667,19.333333,0.032176,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
40.000000,52.000000,40.000000,36.079246,20.557007,71.979377,52.000000,0.285596,1.000000,0.714404,0.000000,1.000000,0.233333,0.521445,0.745302,0.745302,0.283300,1.261936,19.000000,4.433333,19.566667,0.023221,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
45.000000,57.000000,45.000000,40.213917,16.422336,71.979377,57.000000,0.228153,1.000000,0.771847,0.000000,1.000000,0.233333,0.483599,0.808068,0.808068,0.283300,1.324702,18.000000,4.200000,19.800000,0.155368,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
50.000000,62.000000,50.000000,44.269937,12.366315,71.979377,62.000000,0.171804,1.000000,0.828196,0.000000,1.000000,0.233333,0.399486,0.870130,0.870130,0.283300,1.386764,17.000000,3.966667,20.033333,0.425020,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
