daily_operation_hr,n_abu_pool,E_abu_mission_kwh_per_abu,E_abu_total_kwh_per_abu,E_abu_used_kwh_total,E_saved_kwh,E_mission_kwh_main,E_pack_kwh_main,E_pack_kwh_abu,dod_main,dod_abu,soc_start_main,soc_start_abu,soc_target,t_flight_hr,t_attached_hr,t_return_cruise_abu_hr,t_charge_hr_main,t_charge_hr_abu,t_cycle_nominal_hr,n_flights_nominal_no_abu_limit,n_flights_completed,t_flight_day_hr,t_slack_hr,t_wait_abu_day_hr,abu_utilization_avg,abu_bottleneck_flag,P_cc_kw_main,P_cc_kw_abu,charger_limit_indicator_flag_main,charger_limit_indicator_flag_abu
8.000000,1.000000,5.000000,17.000000,5.000000,4.809252,105.874801,126.443524,17.000000,0.837329,1.000000,0.162671,0.000000,1.000000,0.447500,0.016641,0.815193,1.437753,0.276800,2.168553,3.000000,4.000000,1.790000,0.000000,0.000000,0.586817,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,1.000000,10.000000,22.000000,10.000000,9.523781,101.160273,126.443524,22.000000,0.800043,1.000000,0.199957,0.000000,1.000000,0.447500,0.032954,0.778706,1.394599,0.348178,2.125399,3.000000,4.000000,1.790000,0.000000,0.000000,0.612419,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,1.000000,15.000000,27.000000,15.000000,14.147404,96.536650,126.443524,27.000000,0.763476,1.000000,0.236524,0.000000,1.000000,0.447500,0.048952,0.742923,1.352277,0.417592,2.083077,3.000000,4.000000,1.790000,0.000000,0.000000,0.637233,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,1.000000,20.000000,32.000000,20.000000,18.681023,92.003031,126.443524,32.000000,0.727622,1.000000,0.272378,0.000000,1.000000,0.447500,0.064639,0.707836,1.310780,0.485428,2.041580,3.000000,4.000000,1.790000,0.000000,0.000000,0.661452,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,1.000000,25.000000,37.000000,25.000000,23.126222,87.557832,126.443524,37.000000,0.692466,1.000000,0.307534,0.000000,1.000000,0.447500,0.080020,0.673434,1.270091,0.551949,2.000891,3.000000,4.000000,1.790000,0.000000,0.000000,0.685202,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,1.000000,30.000000,42.000000,30.000000,27.484571,83.199483,126.443524,42.000000,0.657997,1.000000,0.342003,0.000000,1.000000,0.447500,0.095101,0.639704,1.230198,0.617344,1.960998,4.000000,4.000000,1.790000,0.156008,0.000000,0.708574,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,1.000000,35.000000,47.000000,35.000000,31.757617,78.926437,126.443524,47.000000,0.624203,1.000000,0.375797,0.000000,1.000000,0.447500,0.109886,0.606634,1.191086,0.681758,1.921886,4.000000,4.000000,1.790000,0.312458,0.000000,0.731639,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,1.000000,40.000000,52.000000,40.000000,35.946885,74.737169,126.443524,52.000000,0.591072,1.000000,0.408928,0.000000,1.000000,0.447500,0.124381,0.574212,1.152740,0.745302,1.883540,4.000000,5.000000,2.237500,0.000000,0.000000,0.943060,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,1.000000,45.000000,57.000000,45.000000,40.053877,70.630177,126.443524,57.000000,0.558591,1.000000,0.441409,0.000000,1.000000,0.447500,0.138592,0.542428,1.115147,0.808068,1.845947,4.000000,5.000000,2.237500,0.000000,0.000000,0.971305,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,1.000000,50.000000,62.000000,50.000000,44.080074,66.603980,126.443524,62.000000,0.526749,1.000000,0.473251,0.000000,1.000000,0.447500,0.152523,0.511268,1.078294,0.870130,1.809094,4.000000,5.000000,2.237500,0.000000,0.000000,0.999326,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,2.000000,5.000000,17.000000,5.000000,4.809252,105.874801,126.443524,17.000000,0.837329,1.000000,0.162671,0.000000,1.000000,0.447500,0.016641,0.815193,1.437753,0.276800,2.168553,3.000000,4.000000,1.790000,0.000000,0.000000,0.293408,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,2.000000,10.000000,22.000000,10.000000,9.523781,101.160273,126.443524,22.000000,0.800043,1.000000,0.199957,0.000000,1.000000,0.447500,0.032954,0.778706,1.394599,0.348178,2.125399,3.000000,4.000000,1.790000,0.000000,0.000000,0.306209,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,2.000000,15.000000,27.000000,15.000000,14.147404,96.536650,126.443524,27.000000,0.763476,1.000000,0.236524,0.000000,1.000000,0.447500,0.048952,0.742923,1.352277,0.417592,2.083077,3.000000,4.000000,1.790000,0.000000,0.000000,0.318617,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,2.000000,20.000000,32.000000,20.000000,18.681023,92.003031,126.443524,32.000000,0.727622,1.000000,0.272378,0.000000,1.000000,0.447500,0.064639,0.707836,1.310780,0.485428,2.041580,3.000000,4.000000,1.790000,0.000000,0.000000,0.330726,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,2.000000,25.000000,37.000000,25.000000,23.126222,87.557832,126.443524,37.000000,0.692466,1.000000,0.307534,0.000000,1.000000,0.447500,0.080020,0.673434,1.270091,0.551949,2.000891,3.000000,4.000000,1.790000,0.000000,0.000000,0.342601,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,2.000000,30.000000,42.000000,30.000000,27.484571,83.199483,126.443524,42.000000,0.657997,1.000000,0.342003,0.000000,1.000000,0.447500,0.095101,0.639704,1.230198,0.617344,1.960998,4.000000,4.000000,1.790000,0.156008,0.000000,0.354287,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,2.000000,35.000000,47.000000,35.000000,31.757617,78.926437,126.443524,47.000000,0.624203,1.000000,0.375797,0.000000,1.000000,0.447500,0.109886,0.606634,1.191086,0.681758,1.921886,4.000000,4.000000,1.790000,0.312458,0.000000,0.365819,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,2.000000,40.000000,52.000000,40.000000,35.946885,74.737169,126.443524,52.000000,0.591072,1.000000,0.408928,0.000000,1.000000,0.447500,0.124381,0.574212,1.152740,0.745302,1.883540,4.000000,5.000000,2.237500,0.000000,0.000000,0.471530,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,2.000000,45.000000,57.000000,45.000000,40.053877,70.630177,126.443524,57.000000,0.558591,1.000000,0.441409,0.000000,1.000000,0.447500,0.138592,0.542428,1.115147,0.808068,1.845947,4.000000,5.000000,2.237500,0.000000,0.000000,0.485653,0.000000,109.250000,109.250000,charger_limited,charger_limited
8.000000,2.000000,50.000000,62.000000,50.000000,44.080074,66.603980,126.443524,62.000000,0.526749,1.000000,0.473251,0.000000,1.000000,0.447500,0.152523,0.511268,1.078294,0.870130,1.809094,4.000000,5.000000,2.237500,0.000000,0.000000,0.499663,0.000000,109.250000,109.250000,charger_limited,charger_limited
