daily_operation_hr,E_mission_kwh,E_pack_kwh,dod,soc_start,soc_target,soc_cc_end,t_flight_hr,t_charge_hr,t_cc_hr,t_cv_hr,t_ground_ops_hr,t_cycle_hr,n_feasible_flights,t_flight_day_hr,t_downtime_day_hr,t_slack_hr,charger_ac_kw,eta_charger_dc,c_rate_max,v_pack_nom_v,i_term_c,P_dc_kw,P_cc_cap_kw,P_cc_kw,I_cc_A,I_term_A,charger_limit_indicator_flag
8.000000,126.443524,126.443524,0.875364,0.124636,1.000000,0.800000,0.447500,1.481773,0.781651,0.700122,0.283300,2.212573,3.000000,1.342500,6.657500,1.362281,115.000000,0.950000,5.000000,800.000000,0.050000,109.250000,632.217622,109.250000,136.562500,7.902720,charger_limited
